OID_ZCTA5_20,GEOID_ZCTA5_20,NAMELSAD_ZCTA5_20,AREALAND_ZCTA5_20,AREAWATER_ZCTA5_20,MTFCC_ZCTA5_20,CLASSFP_ZCTA5_20,FUNCSTAT_ZCTA5_20,OID_PLACE_20,GEOID_PLACE_20,NAMELSAD_PLACE_20,AREALAND_PLACE_20,AREAWATER_PLACE_20,MTFCC_PLACE_20,CLASSFP_PLACE_20,FUNCSTAT_PLACE_20,AREALAND_PART,AREAWATER_PART
NA,NA,NA,NA,NA,NA,NA,NA,27890690944950,3602286,Antwerp village,2598790,75433,G4110,C1,A,245608,0
NA,NA,NA,NA,NA,NA,NA,NA,27890303824373,3602968,Atlantic Beach village,1137583,1506193,G4110,C1,A,0,1054684
NA,NA,NA,NA,NA,NA,NA,NA,28090303824376,3604550,Barnum Island CDP,2241575,969176,G4210,U1,S,0,335457
NA,NA,NA,NA,NA,NA,NA,NA,27890694260143,3605100,Beacon city,12273969,353971,G4110,C5,A,0,322424
NA,NA,NA,NA,NA,NA,NA,NA,27890701537858,3608103,Briarcliff Manor village,15527998,2167717,G4110,C1,A,0,2118121
NA,NA,NA,NA,NA,NA,NA,NA,27890701537860,3610341,Buchanan village,3666065,865561,G4110,C1,A,0,729838
NA,NA,NA,NA,NA,NA,NA,NA,27890115740547,3611000,Buffalo city,104577537,31344742,G4110,C5,A,640844,26121720
NA,NA,NA,NA,NA,NA,NA,NA,27890105673484,3612144,Canandaigua city,11811298,691411,G4110,C5,A,0,520792
NA,NA,NA,NA,NA,NA,NA,NA,2809015799542008,3612402,Captree CDP,4189202,3053108,G4210,U1,S,0,2153944
NA,NA,NA,NA,NA,NA,NA,NA,28090498683697,3613420,Center Moriches CDP,13632103,2022284,G4210,U1,S,0,948128
NA,NA,NA,NA,NA,NA,NA,NA,27890695088003,3616188,Cleveland village,2930380,241687,G4110,C1,A,0,229179
NA,NA,NA,NA,NA,NA,NA,NA,27890732195703,3618333,Cornwall-on-Hudson village,5146045,270738,G4110,C1,A,0,270735
NA,NA,NA,NA,NA,NA,NA,NA,27890701537861,3619213,Croton-on-Hudson village,12155696,15696268,G4110,C1,A,0,15015125
NA,NA,NA,NA,NA,NA,NA,NA,28090701530558,3619290,Crugers CDP,1719994,1475537,G4210,U1,S,0,1372979
NA,NA,NA,NA,NA,NA,NA,NA,280903939460956,3619308,Crystal Beach CDP,1765245,526106,G4210,U1,S,0,526106
NA,NA,NA,NA,NA,NA,NA,NA,27890701537862,3620698,Dobbs Ferry village,6274830,1948211,G4110,C1,A,0,1946439
NA,NA,NA,NA,NA,NA,NA,NA,28090303824389,3621578,East Atlantic Beach CDP,808228,961004,G4210,U1,S,0,683938
NA,NA,NA,NA,NA,NA,NA,NA,28090498683713,3622546,East Moriches CDP,14058264,1485909,G4210,U1,S,0,432267
NA,NA,NA,NA,NA,NA,NA,NA,28090498683722,3625839,Fire Island CDP,23746996,75324501,G4210,U1,S,5747827,61929618
NA,NA,NA,NA,NA,NA,NA,NA,28090498683723,3625923,Fishers Island CDP,10504177,2355901,G4210,U1,S,23299,0
NA,NA,NA,NA,NA,NA,NA,NA,28090498683724,3626121,Flanders CDP,29783682,2285892,G4210,U1,S,0,822809
NA,NA,NA,NA,NA,NA,NA,NA,27890105673486,3628640,Geneva city,10914565,4225907,G4110,C5,A,135833,4214444
NA,NA,NA,NA,NA,NA,NA,NA,280903716516123,3628990,Gilgo CDP,12964649,26870941,G4210,U2,S,0,9519708
NA,NA,NA,NA,NA,NA,NA,NA,28090312238693,3629014,Glasco CDP,4186593,1738268,G4210,U1,S,0,1677892
NA,NA,NA,NA,NA,NA,NA,NA,27890303824406,3629113,Glen Cove city,17243917,32598438,G4110,C5,A,0,31976203
NA,NA,NA,NA,NA,NA,NA,NA,280903717135766,3629894,Grandyle Village CDP,4871934,955179,G4210,U1,S,0,955179
NA,NA,NA,NA,NA,NA,NA,NA,28090498683733,3631896,Hampton Bays CDP,33501890,19613751,G4210,U1,S,0,598394
NA,NA,NA,NA,NA,NA,NA,NA,28090303824414,3632094,Harbor Hills CDP,309161,152151,G4210,U1,S,0,152151
NA,NA,NA,NA,NA,NA,NA,NA,27890701537865,3632710,Hastings-on-Hudson village,5125595,2431182,G4110,C1,A,0,2431182
NA,NA,NA,NA,NA,NA,NA,NA,27890697016750,3632754,Haverstraw village,5135771,7916923,G4110,C1,A,0,7700465
NA,NA,NA,NA,NA,NA,NA,NA,28090312238695,3634484,Highland CDP,13990326,1825362,G4210,U1,S,0,1719557
NA,NA,NA,NA,NA,NA,NA,NA,27890701537866,3637803,Irvington village,7225673,3341258,G4110,C1,A,0,3213227
NA,NA,NA,NA,NA,NA,NA,NA,27890699381624,3638077,Ithaca city,13957120,1766770,G4110,C5,A,353,1130737
NA,NA,NA,NA,NA,NA,NA,NA,27890303824431,3639694,Kings Point village,8699839,1666094,G4110,C1,A,0,640650
NA,NA,NA,NA,NA,NA,NA,NA,27890312238699,3639727,Kingston city,19379178,3334136,G4110,C5,A,0,2665298
NA,NA,NA,NA,NA,NA,NA,NA,27890701537867,3641333,Larchmont village,2838001,5124,G4110,C1,A,0,2168
NA,NA,NA,NA,NA,NA,NA,NA,28090303824438,3642279,Lido Beach CDP,4383749,7070761,G4210,U1,S,0,6375977
NA,NA,NA,NA,NA,NA,NA,NA,27890303824440,3643335,Long Beach city,5743691,4342656,G4110,C5,A,0,3532942
NA,NA,NA,NA,NA,NA,NA,NA,27890701537868,3644831,Mamaroneck village,8311614,8822663,G4110,C1,A,7225,8449608
NA,NA,NA,NA,NA,NA,NA,NA,28090312238703,3645700,Marlboro CDP,12910067,1658499,G4210,U1,S,0,1531537
NA,NA,NA,NA,NA,NA,NA,NA,28090498683753,3646085,Mastic Beach CDP,12686827,2862151,G4210,U1,S,0,43703
NA,NA,NA,NA,NA,NA,NA,NA,27890743707504,3646206,Mayfield village,2606192,465566,G4110,C1,A,0,18790
NA,NA,NA,NA,NA,NA,NA,NA,280903724139009,3648208,Montrose CDP,4196753,2164886,G4210,U1,S,0,2020837
NA,NA,NA,NA,NA,NA,NA,NA,27890732195714,3650034,Newburgh city,9857747,2533739,G4110,C5,A,0,2421554
NA,NA,NA,NA,NA,NA,NA,NA,2809015771111321,3650276,New Hamburg CDP,1243026,496155,G4210,U1,S,0,340640
NA,NA,NA,NA,NA,NA,NA,NA,27890701537871,3650617,New Rochelle city,26640882,7404359,G4110,C5,A,18567,737636
NA,NA,NA,NA,NA,NA,NA,NA,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,17763211,434188959
NA,NA,NA,NA,NA,NA,NA,NA,27890494564912,3651055,Niagara Falls city,36482615,7100859,G4110,C5,A,291095,5278102
NA,NA,NA,NA,NA,NA,NA,NA,2809015692388286,3651484,North Bay CDP,2888281,520545,G4210,U1,S,0,514334
NA,NA,NA,NA,NA,NA,NA,NA,27890494564913,3653682,North Tonawanda city,26140446,2076404,G4110,C5,A,0,1239992
NA,NA,NA,NA,NA,NA,NA,NA,27890743707505,3653770,Northville village,2752057,892408,G4110,C1,A,0,514398
NA,NA,NA,NA,NA,NA,NA,NA,27890697016756,3654100,Nyack village,1995139,2170006,G4110,C1,A,0,2170006
NA,NA,NA,NA,NA,NA,NA,NA,2809015799542007,3654111,Oak Beach CDP,2959136,5598346,G4210,U1,S,0,4148358
NA,NA,NA,NA,NA,NA,NA,NA,27890701537872,3655530,Ossining village,8203208,8511138,G4110,C1,A,0,8454908
NA,NA,NA,NA,NA,NA,NA,NA,27890695088008,3655574,Oswego city,19720149,9359182,G4110,C5,A,0,4713350
NA,NA,NA,NA,NA,NA,NA,NA,27890701537873,3656979,Peekskill city,11251161,3177119,G4110,C5,A,1556,2577892
NA,NA,NA,NA,NA,NA,NA,NA,27890109996697,3657177,Penn Yan village,6216496,145419,G4110,C1,A,0,30435
NA,NA,NA,NA,NA,NA,NA,NA,27890697016757,3657749,Piermont village,1745794,1225348,G4110,C1,A,0,1213637
NA,NA,NA,NA,NA,NA,NA,NA,27890303824475,3658497,Plandome Manor village,1403012,238781,G4110,C1,A,0,1769
NA,NA,NA,NA,NA,NA,NA,NA,27890290609064,3658574,Plattsburgh city,13049718,4028894,G4110,C5,A,0,3427604
NA,NA,NA,NA,NA,NA,NA,NA,28090303824476,3658849,Point Lookout CDP,702017,271090,G4210,U1,S,0,271090
NA,NA,NA,NA,NA,NA,NA,NA,28090312238710,3659311,Port Ewen CDP,5410895,1691363,G4210,U1,S,24617,1598994
NA,NA,NA,NA,NA,NA,NA,NA,280907063857814,3659333,Port Henry CDP,3602026,876201,G4210,U1,S,0,870136
NA,NA,NA,NA,NA,NA,NA,NA,28090303824477,3659520,Port Washington CDP,10880599,3764092,G4210,U1,S,0,2821371
NA,NA,NA,NA,NA,NA,NA,NA,27890694260148,3659641,Poughkeepsie city,13321970,1487437,G4110,C5,A,0,1401517
NA,NA,NA,NA,NA,NA,NA,NA,2809015800443834,3661142,Remsenburg-Speonk CDP,9321189,1193240,G4210,U2,S,0,982800
NA,NA,NA,NA,NA,NA,NA,NA,27890104615829,3663000,Rochester city,92634700,3640302,G4110,C5,A,7847,70107
NA,NA,NA,NA,NA,NA,NA,NA,27890290609067,3663979,Rouses Point village,4531538,1865453,G4110,C1,A,28302,1865453
NA,NA,NA,NA,NA,NA,NA,NA,27890701537878,3664309,Rye city,15157983,36700859,G4110,C5,A,154349,36201090
NA,NA,NA,NA,NA,NA,NA,NA,27890312238713,3665288,Saugerties village,4619269,1234866,G4110,C1,A,0,854827
NA,NA,NA,NA,NA,NA,NA,NA,28090312238714,3665310,Saugerties South CDP,2761227,575119,G4210,U2,S,2509,465236
NA,NA,NA,NA,NA,NA,NA,NA,27890303824490,3666047,Sea Cliff village,2887408,2192567,G4110,C1,A,0,2192567
NA,NA,NA,NA,NA,NA,NA,NA,28090498683807,3667070,Shirley CDP,29302739,2213739,G4210,U1,S,0,1153504
NA,NA,NA,NA,NA,NA,NA,NA,278901392190549,3667510,Skaneateles village,3686099,825384,G4110,C1,A,0,825384
NA,NA,NA,NA,NA,NA,NA,NA,27890701537881,3667638,Sleepy Hollow village,5809691,7674764,G4110,C1,A,0,7628095
NA,NA,NA,NA,NA,NA,NA,NA,27890697016760,3669441,South Nyack village,1563154,2793976,G4110,C1,A,0,2793976
NA,NA,NA,NA,NA,NA,NA,NA,28090697012619,3671663,Stony Point CDP,15240558,3367814,G4210,U1,S,0,3114073
NA,NA,NA,NA,NA,NA,NA,NA,27890701537882,3673176,Tarrytown village,7603008,7130089,G4110,C1,A,0,6746530
NA,NA,NA,NA,NA,NA,NA,NA,27890115740568,3674166,Tonawanda city,9850438,745856,G4110,C5,A,0,684244
NA,NA,NA,NA,NA,NA,NA,NA,28090115740569,3675021,Tonawanda Town CDP,44804913,3998029,G4210,U2,S,41003,3924643
NA,NA,NA,NA,NA,NA,NA,NA,28090498683817,3675572,Tuckahoe CDP,10550885,1721643,G4210,U1,S,0,576908
NA,NA,NA,NA,NA,NA,NA,NA,27890697016763,3676386,Upper Nyack village,3164275,8140960,G4110,C1,A,0,8140960
NA,NA,NA,NA,NA,NA,NA,NA,28090701530574,3677211,Verplanck CDP,1558511,1948448,G4210,U1,S,0,1670043
NA,NA,NA,NA,NA,NA,NA,NA,27890106776501,3678696,Watkins Glen village,4039736,992907,G4110,C1,A,0,892701
NA,NA,NA,NA,NA,NA,NA,NA,28090498683823,3679301,West Bay Shore CDP,5654770,8347376,G4210,U1,S,0,8132654
NA,NA,NA,NA,NA,NA,NA,NA,28090498683824,3680170,Westhampton CDP,32789531,5691273,G4210,U1,S,0,5144751
NA,NA,NA,NA,NA,NA,NA,NA,27890498683826,3680186,West Hampton Dunes village,837934,219553,G4110,C1,A,69502,226
NA,NA,NA,NA,NA,NA,NA,NA,28090498683828,3680302,West Islip CDP,15782510,4436255,G4210,U1,S,0,3258565
NA,NA,NA,NA,NA,NA,NA,NA,28090732194463,3680747,West Point CDP,47746843,2334053,G4210,M2,S,25406921,1864453
NA,NA,NA,NA,NA,NA,NA,NA,280901954949968,3680764,Westport CDP,6121117,3302292,G4210,U1,S,0,3302292
NA,NA,NA,NA,NA,NA,NA,NA,2809015922372175,3682282,Willsboro Point CDP,7206111,9349927,G4210,U1,S,0,9093905
NA,NA,NA,NA,NA,NA,NA,NA,278901931846489,3682750,Woodbury village,92141179,2747485,G4110,C1,A,37134836,1138338
NA,NA,NA,NA,NA,NA,NA,NA,27890701537885,3684000,Yonkers city,46634438,5850607,G4110,C5,A,158766,4761153
221704257862325,06390,ZCTA5 06390,10480878,29958252,G6350,B5,S,28090498683723,3625923,Fishers Island CDP,10504177,2355901,G4210,U1,S,10480878,2355901
221704257862338,10001,ZCTA5 10001,1615692,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,1615692,0
221704257862379,10002,ZCTA5 10002,2129728,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,2129728,0
221704257862380,10003,ZCTA5 10003,1480445,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,1480445,0
221704257862405,10004,ZCTA5 10004,1179938,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,1179938,0
221704257862410,10005,ZCTA5 10005,188727,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,188727,0
221704257862411,10006,ZCTA5 10006,250630,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,250630,0
221704257862414,10007,ZCTA5 10007,414129,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,414129,0
221704257862418,10009,ZCTA5 10009,1597304,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,1597304,0
221704257862466,10010,ZCTA5 10010,955081,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,955081,0
221704257862475,10011,ZCTA5 10011,1677161,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,1677161,0
221704257862486,10012,ZCTA5 10012,839030,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,839030,0
221704257862556,10013,ZCTA5 10013,1409917,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,1409917,0
221704257862654,10014,ZCTA5 10014,1255850,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,1255850,0
221704257862674,10016,ZCTA5 10016,1423936,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,1423936,0
221704257862684,10017,ZCTA5 10017,771547,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,771547,0
221704257862688,10018,ZCTA5 10018,891039,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,891039,0
221704257862696,10019,ZCTA5 10019,1706504,17866,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,1706504,17866
221704257862697,10020,ZCTA5 10020,46754,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,46754,0
221704257862704,10021,ZCTA5 10021,923484,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,923484,0
221704257862705,10022,ZCTA5 10022,1148424,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,1148424,0
221704257862706,10023,ZCTA5 10023,2510429,95089,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,2510429,95089
221704257862758,10024,ZCTA5 10024,2292582,404929,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,2292582,404929
221704257862804,10025,ZCTA5 10025,2302133,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,2302133,0
221704257862825,10026,ZCTA5 10026,992725,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,992725,0
221704257862836,10027,ZCTA5 10027,2440914,1032,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,2440914,1032
221704257862848,10028,ZCTA5 10028,819923,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,819923,0
221704257862859,10029,ZCTA5 10029,2987117,49222,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,2987117,49222
221704257862865,10030,ZCTA5 10030,718112,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,718112,0
221704257862884,10031,ZCTA5 10031,1733068,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,1733068,0
221704257862908,10032,ZCTA5 10032,1742138,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,1742138,0
221704257862934,10033,ZCTA5 10033,1544802,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,1544802,0
221704257862937,10034,ZCTA5 10034,2648152,11193,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,2648152,11193
221704257862942,10035,ZCTA5 10035,3638045,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3638045,0
221704257862950,10036,ZCTA5 10036,1158340,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,1158340,0
221704257862955,10037,ZCTA5 10037,602984,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,602984,0
221704257862991,10038,ZCTA5 10038,747572,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,747572,0
221704257862996,10039,ZCTA5 10039,774862,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,774862,0
221704257863003,10040,ZCTA5 10040,1468523,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,1468523,0
221704257863008,10044,ZCTA5 10044,595879,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,595879,0
221704257863029,10065,ZCTA5 10065,1085419,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,1085419,0
221704257863030,10069,ZCTA5 10069,106197,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,106197,0
221704257863036,10075,ZCTA5 10075,489565,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,489565,0
221704257863037,10103,ZCTA5 10103,24776,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,24776,0
221704257863038,10110,ZCTA5 10110,26711,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,26711,0
221704257863039,10111,ZCTA5 10111,24769,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,24769,0
221704257863043,10112,ZCTA5 10112,24865,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,24865,0
221704257863048,10115,ZCTA5 10115,6618,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,6618,0
221704257863049,10119,ZCTA5 10119,65943,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,65943,0
221704257863079,10128,ZCTA5 10128,1173140,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,1173140,0
221704257863083,10152,ZCTA5 10152,12423,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,12423,0
221704257863085,10153,ZCTA5 10153,12281,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,12281,0
221704257863086,10154,ZCTA5 10154,12382,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,12382,0
221704257863087,10162,ZCTA5 10162,33146,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,33146,0
221704257863088,10165,ZCTA5 10165,13058,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,13058,0
221704257863089,10167,ZCTA5 10167,12396,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,12396,0
221704257863090,10168,ZCTA5 10168,13211,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,13211,0
221704257863091,10169,ZCTA5 10169,5396,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,5396,0
221704257863092,10170,ZCTA5 10170,24921,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,24921,0
221704257863093,10171,ZCTA5 10171,12470,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,12470,0
221704257863094,10172,ZCTA5 10172,12415,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,12415,0
221704257863095,10173,ZCTA5 10173,12297,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,12297,0
221704257863096,10174,ZCTA5 10174,13224,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,13224,0
221704257863097,10177,ZCTA5 10177,5421,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,5421,0
221704257863098,10199,ZCTA5 10199,65414,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,65414,0
221704257863099,10271,ZCTA5 10271,6779,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,6779,0
221704257863100,10278,ZCTA5 10278,35671,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,35671,0
221704257863101,10279,ZCTA5 10279,10805,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,10805,0
221704257863102,10280,ZCTA5 10280,276532,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,276532,0
221704257863103,10282,ZCTA5 10282,177847,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,177847,0
221704257863149,10301,ZCTA5 10301,9732406,12647,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,9732406,12647
221704257863179,10302,ZCTA5 10302,3090433,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3090433,0
221704257863192,10303,ZCTA5 10303,8208234,38279,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,8208234,38279
221704257863308,10304,ZCTA5 10304,9041054,19194,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,9041054,19194
221704257863450,10305,ZCTA5 10305,10411102,42337,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,10411102,42337
221704257863561,10306,ZCTA5 10306,18722812,100088,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,18722812,100088
221704257863588,10307,ZCTA5 10307,4179217,289,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,4179217,289
221704257863644,10308,ZCTA5 10308,5660015,64656,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,5660015,64656
221704257863697,10309,ZCTA5 10309,18787995,199296,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,18787995,199296
221704257863742,10310,ZCTA5 10310,4668227,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,4668227,0
221704257863744,10311,ZCTA5 10311,121555,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,121555,0
221704257863857,10312,ZCTA5 10312,17797576,137541,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,17797576,137541
221704257863970,10314,ZCTA5 10314,33661749,1433218,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,33661749,1433218
221704257864009,10451,ZCTA5 10451,2735533,9963,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,2735533,9963
221704257864057,10452,ZCTA5 10452,2543928,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,2543928,0
221704257864103,10453,ZCTA5 10453,2334210,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,2334210,0
221704257864111,10454,ZCTA5 10454,2745548,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,2745548,0
221704257864127,10455,ZCTA5 10455,1816370,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,1816370,0
221704257864174,10456,ZCTA5 10456,2787861,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,2787861,0
221704257864199,10457,ZCTA5 10457,3415414,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3415414,0
221704257864206,10458,ZCTA5 10458,3162261,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3162261,0
221704257864248,10459,ZCTA5 10459,2154070,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,2154070,0
221704257864343,10460,ZCTA5 10460,3881496,39710,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3881496,39710
221704257864427,10461,ZCTA5 10461,6185365,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,6185365,0
221704257864487,10462,ZCTA5 10462,3878508,15746,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3878508,15746
221704257864586,10463,ZCTA5 10463,7129840,374037,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,7129840,374037
221704257864609,10464,ZCTA5 10464,7908514,402,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,7908514,402
221704257864699,10465,ZCTA5 10465,10153865,3147,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,10153865,3147
221704257864852,10466,ZCTA5 10466,5218976,5140,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,5218976,5140
221704257865111,10467,ZCTA5 10467,6036068,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,6036068,0
221704257865169,10468,ZCTA5 10468,2709578,45100,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,2709578,45100
221704257865286,10469,ZCTA5 10469,6282642,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,6282642,0
221704257865314,10470,ZCTA5 10470,3718691,3169,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3647435,3169
221704257865314,10470,ZCTA5 10470,3718691,3169,G6350,B5,S,27890701537885,3684000,Yonkers city,46634438,5850607,G4110,C5,A,71256,0
221704257865367,10471,ZCTA5 10471,4436899,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,4436899,0
221704257865423,10472,ZCTA5 10472,2790929,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,2790929,0
221704257865566,10473,ZCTA5 10473,5537168,30220,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,5537168,30220
221704257865674,10474,ZCTA5 10474,3973116,10032,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3973116,10032
