county,zip,state,n
WESTCHESTER,10956,NY,20
WESTCHESTER,10959,NY,1
WESTCHESTER,10960,NY,11
WESTCHESTER,10962,NY,4
WESTCHESTER,10964,NY,3
WESTCHESTER,10965,NY,10
WESTCHESTER,10968,NY,2
WESTCHESTER,10970,NY,3
WESTCHESTER,10973,NY,1
WESTCHESTER,10974,NY,1
WESTCHESTER,10975,NY,1
WESTCHESTER,10977,NY,11
WESTCHESTER,10980,NY,11
WESTCHESTER,10983,NY,7
WESTCHESTER,10987,NY,1
WESTCHESTER,10989,NY,9
WESTCHESTER,10990,NY,2
WESTCHESTER,10992,NY,1
WESTCHESTER,10993,NY,4
WESTCHESTER,10994,NY,14
WESTCHESTER,10996,NY,1
WESTCHESTER,10997,NY,1
WESTCHESTER,11001,NY,3
WESTCHESTER,11003,NY,1
WESTCHESTER,11021,NY,1
WESTCHESTER,11023,NY,1
WESTCHESTER,11030,NY,4
WESTCHESTER,11040,NY,6
WESTCHESTER,11050,NY,2
WESTCHESTER,11101,NY,1
WESTCHESTER,11102,NY,1
WESTCHESTER,11103,NY,1
WESTCHESTER,11105,NY,1
WESTCHESTER,11201,NY,3
WESTCHESTER,11203,NY,1
WESTCHESTER,11205,NY,1
WESTCHESTER,11207,NY,2
WESTCHESTER,11208,NY,2
WESTCHESTER,11212,NY,1
WESTCHESTER,11219,NY,2
WESTCHESTER,11222,NY,1
WESTCHESTER,11225,NY,1
WESTCHESTER,11228,NY,2
WESTCHESTER,11231,NY,1
WESTCHESTER,11234,NY,3
WESTCHESTER,11235,NY,2
WESTCHESTER,11239,NY,1
WESTCHESTER,11356,NY,1
WESTCHESTER,11357,NY,5
WESTCHESTER,11358,NY,2
WESTCHESTER,11360,NY,1
WESTCHESTER,11361,NY,2
WESTCHESTER,11362,NY,1
WESTCHESTER,11364,NY,1
WESTCHESTER,11365,NY,3
WESTCHESTER,11367,NY,2
WESTCHESTER,11368,NY,2
WESTCHESTER,11369,NY,1
WESTCHESTER,11373,NY,1
WESTCHESTER,11375,NY,3
WESTCHESTER,11377,NY,4
WESTCHESTER,11378,NY,3
WESTCHESTER,11385,NY,6
WESTCHESTER,11412,NY,1
WESTCHESTER,11413,NY,1
WESTCHESTER,11414,NY,2
WESTCHESTER,11415,NY,1
WESTCHESTER,11416,NY,1
WESTCHESTER,11418,NY,1
WESTCHESTER,11420,NY,1
WESTCHESTER,11423,NY,2
WESTCHESTER,11432,NY,1
WESTCHESTER,11434,NY,2
WESTCHESTER,11435,NY,2
WESTCHESTER,11501,NY,1
WESTCHESTER,11507,NY,1
WESTCHESTER,11510,NY,1
WESTCHESTER,11520,NY,1
WESTCHESTER,11523,NY,1
WESTCHESTER,11542,NY,2
WESTCHESTER,11545,NY,1
WESTCHESTER,11552,NY,1
WESTCHESTER,11554,NY,2
WESTCHESTER,11557,NY,1
WESTCHESTER,11558,NY,1
WESTCHESTER,11561,NY,2
WESTCHESTER,11563,NY,1
WESTCHESTER,11565,NY,1
WESTCHESTER,11566,NY,1
WESTCHESTER,11570,NY,2
WESTCHESTER,11572,NY,1
WESTCHESTER,11575,NY,1
WESTCHESTER,11577,NY,2
WESTCHESTER,11580,NY,1
WESTCHESTER,11581,NY,1
WESTCHESTER,11590,NY,4
WESTCHESTER,11598,NY,4
WESTCHESTER,11694,NY,1
WESTCHESTER,11702,NY,2
WESTCHESTER,11704,NY,4
WESTCHESTER,11710,NY,2
WESTCHESTER,11714,NY,1
WESTCHESTER,11717,NY,2
WESTCHESTER,11721,NY,1
WESTCHESTER,11725,NY,1
WESTCHESTER,11726,NY,1
WESTCHESTER,11730,NY,1
WESTCHESTER,11731,NY,1
WESTCHESTER,11743,NY,1
WESTCHESTER,11746,NY,3
WESTCHESTER,11752,NY,1
WESTCHESTER,11756,NY,3
WESTCHESTER,11757,NY,2
WESTCHESTER,11758,NY,2
WESTCHESTER,11763,NY,1
WESTCHESTER,11766,NY,1
WESTCHESTER,11768,NY,2
WESTCHESTER,11771,NY,2
WESTCHESTER,11772,NY,1
WESTCHESTER,11776,NY,1
WESTCHESTER,11780,NY,2
WESTCHESTER,11783,NY,2
WESTCHESTER,11787,NY,3
WESTCHESTER,11793,NY,2
WESTCHESTER,11797,NY,2
WESTCHESTER,11801,NY,1
WESTCHESTER,11803,NY,7
WESTCHESTER,11804,NY,1
WESTCHESTER,11901,NY,2
WESTCHESTER,11937,NY,2
WESTCHESTER,11941,NY,1
WESTCHESTER,11946,NY,2
WESTCHESTER,11964,NY,1
WESTCHESTER,11965,NY,1
WESTCHESTER,11967,NY,1
WESTCHESTER,11968,NY,2
WESTCHESTER,12015,NY,1
WESTCHESTER,12046,NY,1
WESTCHESTER,12078,NY,1
WESTCHESTER,12093,NY,1
WESTCHESTER,12110,NY,1
WESTCHESTER,12144,NY,1
WESTCHESTER,12175,NY,1
WESTCHESTER,12180,NY,1
WESTCHESTER,12183,NY,2
WESTCHESTER,12194,NY,1
WESTCHESTER,12201,NY,1
WESTCHESTER,12206,NY,1
WESTCHESTER,12207,NY,10
WESTCHESTER,12210,NY,1
WESTCHESTER,12226,NY,17
WESTCHESTER,12232,NY,10
WESTCHESTER,12235,NY,2
WESTCHESTER,12237,NY,1
WESTCHESTER,12302,NY,1
WESTCHESTER,12306,NY,1
WESTCHESTER,12402,NY,1
WESTCHESTER,12409,NY,1
WESTCHESTER,12442,NY,1
WESTCHESTER,12455,NY,2
WESTCHESTER,12464,NY,1
WESTCHESTER,12496,NY,1
WESTCHESTER,12501,NY,1
WESTCHESTER,12508,NY,3
WESTCHESTER,12514,NY,1
WESTCHESTER,12518,NY,3
WESTCHESTER,12520,NY,2
WESTCHESTER,12522,NY,1
WESTCHESTER,12524,NY,8
WESTCHESTER,12531,NY,1
WESTCHESTER,12533,NY,23
WESTCHESTER,12534,NY,1
WESTCHESTER,12538,NY,2
WESTCHESTER,12540,NY,4
WESTCHESTER,12545,NY,1
WESTCHESTER,12546,NY,1
WESTCHESTER,12550,NY,8
WESTCHESTER,12553,NY,3
WESTCHESTER,12560,NY,1
WESTCHESTER,12561,NY,1
WESTCHESTER,12563,NY,8
WESTCHESTER,12564,NY,1
WESTCHESTER,12567,NY,2
WESTCHESTER,12569,NY,5
WESTCHESTER,12575,NY,2
WESTCHESTER,12582,NY,3
WESTCHESTER,12585,NY,1
WESTCHESTER,12589,NY,1
WESTCHESTER,12590,NY,13
WESTCHESTER,12601,NY,12
WESTCHESTER,12602,NY,3
WESTCHESTER,12603,NY,9
WESTCHESTER,12721,NY,1
WESTCHESTER,12742,NY,3
WESTCHESTER,12749,NY,1
WESTCHESTER,12758,NY,2
WESTCHESTER,12799,NY,1
WESTCHESTER,12801,NY,1
WESTCHESTER,12839,NY,1
WESTCHESTER,12901,NY,1
WESTCHESTER,12992,NY,1
WESTCHESTER,13027,NY,1
WESTCHESTER,13039,NY,1
WESTCHESTER,13045,NY,3
WESTCHESTER,13320,NY,1
WESTCHESTER,13431,NY,1
WESTCHESTER,13440,NY,2
WESTCHESTER,13601,NY,1
WESTCHESTER,13622,NY,1
WESTCHESTER,13740,NY,1
WESTCHESTER,13753,NY,1
WESTCHESTER,13760,NY,1
WESTCHESTER,13850,NY,1
WESTCHESTER,13902,NY,1
WESTCHESTER,14215,NY,1
WESTCHESTER,14514,NY,1
WESTCHESTER,14580,NY,1
WESTCHESTER,14589,NY,1
WESTCHESTER,14606,NY,1
WESTCHESTER,14611,NY,1
WESTCHESTER,14615,NY,2
WESTCHESTER,14616,NY,1
WESTCHESTER,14620,NY,2
WESTCHESTER,14623,NY,1
WESTCHESTER,14626,NY,2
WESTCHESTER,14820,NY,1
WESTCHESTER,14850,NY,1
WESTCHESTER,15017,PA,1
WESTCHESTER,18426,PA,1
WESTCHESTER,19104,PA,1
WESTCHESTER,21117,MD,87
WESTCHESTER,28117,NC,3
WESTCHESTER,29575,SC,1
WESTCHESTER,29715,SC,1
WESTCHESTER,29928,SC,1
WESTCHESTER,30009,GA,7
WESTCHESTER,30308,GA,3
WESTCHESTER,32233,FL,1
WESTCHESTER,32819,FL,1
WESTCHESTER,33446,FL,1
WESTCHESTER,34956,WI,1
WESTCHESTER,35242,AL,41
WESTCHESTER,46037,IN,1
WESTCHESTER,47546,IN,6
WESTCHESTER,48126,MI,4
WESTCHESTER,48359,MI,1
WESTCHESTER,53227,WI,1
WESTCHESTER,54956,WI,11
WESTCHESTER,54957,WI,1
WESTCHESTER,60015,IL,15
WESTCHESTER,60016,IL,61
WESTCHESTER,60048,IL,2
WESTCHESTER,60143,IL,6
WESTCHESTER,60173,IL,35
WESTCHESTER,60185,IL,1
WESTCHESTER,61701,IL,1
WESTCHESTER,61710,IL,2
WESTCHESTER,61761,IL,2
WESTCHESTER,63144,MO,4
WESTCHESTER,80304,CO,1
WESTCHESTER,91301,CA,1
WESTCHESTER,99999,CT,1
WESTCHESTER,99999,NJ,1
