P1_001N,state,county,tract,block
39,36,001,000100,1036
0,36,001,000100,1038
0,36,001,000100,1021
11,36,001,000100,1022
0,36,001,000100,1024
0,36,001,000100,1026
0,36,001,000100,1029
0,36,001,000100,1030
27,36,001,000100,1007
79,36,001,000100,1011
36,36,001,000100,1012
18,36,001,000100,1017
19,36,001,000100,1018
0,36,001,000100,1001
128,36,001,000100,2006
0,36,001,000100,1005
0,36,001,000100,1006
77,36,001,000100,1035
114,36,001,000100,1037
0,36,001,000100,1039
0,36,001,000100,1040
0,36,001,000100,1041
0,36,001,000100,1042
0,36,001,000100,1043
221,36,001,000100,2000
102,36,001,000100,2001
59,36,001,000100,2002
153,36,001,000100,2003
80,36,001,000100,2004
9,36,001,000100,1023
0,36,001,000100,1025
0,36,001,000100,1027
0,36,001,000100,1028
0,36,001,000100,1031
24,36,001,000100,1032
44,36,001,000100,1033
22,36,001,000100,1034
35,36,001,000100,1008
30,36,001,000100,1009
108,36,001,000100,1010
56,36,001,000100,1013
65,36,001,000100,1014
37,36,001,000100,1015
35,36,001,000100,1016
123,36,001,000100,2005
24,36,001,000100,1019
35,36,001,000100,1020
80,36,001,000100,2007
76,36,001,000100,2008
107,36,001,000100,2009
0,36,001,000100,1000
0,36,001,000100,1002
0,36,001,000100,1003
0,36,001,000100,1004
71,36,001,000201,3007
39,36,001,000201,3010
0,36,001,000201,1008
175,36,001,000201,2000
130,36,001,000201,1007
226,36,001,000201,2001
293,36,001,000201,2002
114,36,001,000201,3001
41,36,001,000201,3003
116,36,001,000201,3004
242,36,001,000201,2003
179,36,001,000201,2004
115,36,001,000201,2005
2,36,001,000201,2006
127,36,001,000201,3005
72,36,001,000201,3006
55,36,001,000201,3008
46,36,001,000201,1000
22,36,001,000201,2007
84,36,001,000201,2008
110,36,001,000201,2009
87,36,001,000201,3000
65,36,001,000201,3009
19,36,001,000201,3011
7,36,001,000201,3012
0,36,001,000201,3013
115,36,001,000201,1001
107,36,001,000201,1002
120,36,001,000201,1003
25,36,001,000201,1004
147,36,001,000201,1005
73,36,001,000201,3002
101,36,001,000201,1006
154,36,001,000202,1003
0,36,001,000202,1001
0,36,001,000202,2007
79,36,001,000202,2012
396,36,001,000202,1002
239,36,001,000202,1004
196,36,001,000202,1005
629,36,001,000202,1006
111,36,001,000202,2000
0,36,001,000202,2001
0,36,001,000202,2002
33,36,001,000202,2003
0,36,001,000202,1000
0,36,001,000202,2004
0,36,001,000202,2005
0,36,001,000202,2006
0,36,001,000202,2008
23,36,001,000202,2009
30,36,001,000202,2010
348,36,001,000202,2011
206,36,001,000202,2013
0,36,001,000202,2014
59,36,001,000202,2015
95,36,001,000202,2016
128,36,001,000301,2003
70,36,001,000301,2005
94,36,001,000301,2008
99,36,001,000301,2010
203,36,001,000301,1002
27,36,001,000301,1004
283,36,001,000301,1005
146,36,001,000301,2001
0,36,001,000301,2000
56,36,001,000301,2002
89,36,001,000301,2004
169,36,001,000301,2006
210,36,001,000301,2007
12,36,001,000301,2009
360,36,001,000301,2011
95,36,001,000301,2012
415,36,001,000301,1000
121,36,001,000301,1001
399,36,001,000301,1003
214,36,001,000301,1006
0,36,001,000302,1000
397,36,001,000302,1007
31,36,001,000302,1009
37,36,001,000302,1011
0,36,001,000302,1015
1,36,001,000302,1017
0,36,001,000302,1020
27,36,001,000302,1032
119,36,001,000302,2003
0,36,001,000302,2006
289,36,001,000302,2009
330,36,001,000302,2011
0,36,001,000302,2015
99,36,001,000302,1001
46,36,001,000302,1002
0,36,001,000302,1003
0,36,001,000302,1004
654,36,001,000302,1005
38,36,001,000302,1006
142,36,001,000302,1008
46,36,001,000302,1010
61,36,001,000302,1012
14,36,001,000302,1013
0,36,001,000302,1014
0,36,001,000302,1016
0,36,001,000302,1018
0,36,001,000302,1019
0,36,001,000302,1021
108,36,001,000302,1022
96,36,001,000302,1023
17,36,001,000302,1024
57,36,001,000302,1025
111,36,001,000302,1026
70,36,001,000302,1027
48,36,001,000302,1028
98,36,001,000302,1029
49,36,001,000302,1030
70,36,001,000302,1031
0,36,001,000302,2000
0,36,001,000302,2001
46,36,001,000302,2002
58,36,001,000302,2004
0,36,001,000302,2005
0,36,001,000302,2007
213,36,001,000302,2008
68,36,001,000302,2010
22,36,001,000302,2012
34,36,001,000302,2013
0,36,001,000302,2014
0,36,001,000302,2016
0,36,001,000302,2017
0,36,001,000302,2018
0,36,001,000302,2019
0,36,001,000401,1007
0,36,001,000401,1010
948,36,001,000401,1012
0,36,001,000401,1027
0,36,001,000401,1030
0,36,001,000401,1032
0,36,001,000401,1035
0,36,001,000401,1037
0,36,001,000401,1038
34,36,001,000401,1041
0,36,001,000401,1003
7,36,001,000401,1006
546,36,001,000401,1008
80,36,001,000401,1009
51,36,001,000401,1011
290,36,001,000401,1013
0,36,001,000401,1014
0,36,001,000401,1015
15,36,001,000401,1016
125,36,001,000401,1017
0,36,001,000401,1018
23,36,001,000401,1019
18,36,001,000401,1020
0,36,001,000401,1021
0,36,001,000401,1022
0,36,001,000401,1023
0,36,001,000401,1024
7,36,001,000401,1025
0,36,001,000401,1026
5,36,001,000401,1028
51,36,001,000401,1029
0,36,001,000401,1031
0,36,001,000401,1033
0,36,001,000401,1034
0,36,001,000401,1036
0,36,001,000401,1039
0,36,001,000401,1040
7,36,001,000401,1042
0,36,001,000401,1000
0,36,001,000401,1001
0,36,001,000401,1002
9,36,001,000401,1004
0,36,001,000401,1005
0,36,001,000403,4001
31,36,001,000403,4003
20,36,001,000403,4004
0,36,001,000403,4006
109,36,001,000403,4014
64,36,001,000403,4019
61,36,001,000403,4021
11,36,001,000403,1003
61,36,001,000403,1006
64,36,001,000403,1008
116,36,001,000403,2000
0,36,001,000403,2005
118,36,001,000403,2008
0,36,001,000403,3010
0,36,001,000403,3013
0,36,001,000403,4008
50,36,001,000403,3001
0,36,001,000403,4000
59,36,001,000403,4002
0,36,001,000403,4005
16,36,001,000403,4007
9,36,001,000403,4009
47,36,001,000403,4010
230,36,001,000403,4011
63,36,001,000403,4012
0,36,001,000403,4013
42,36,001,000403,4015
60,36,001,000403,4016
43,36,001,000403,4017
72,36,001,000403,4018
39,36,001,000403,4020
748,36,001,000403,1000
44,36,001,000403,1001
58,36,001,000403,1002
24,36,001,000403,1004
46,36,001,000403,1005
56,36,001,000403,1007
80,36,001,000403,1009
44,36,001,000403,1010
66,36,001,000403,1011
78,36,001,000403,1012
109,36,001,000403,2001
175,36,001,000403,2002
308,36,001,000403,2003
321,36,001,000403,2004
92,36,001,000403,2006
79,36,001,000403,2007
88,36,001,000403,2009
47,36,001,000403,3000
40,36,001,000403,3002
83,36,001,000403,3003
90,36,001,000403,3004
76,36,001,000403,3005
41,36,001,000403,3006
0,36,001,000403,3007
28,36,001,000403,3008
47,36,001,000403,3009
71,36,001,000403,3011
57,36,001,000403,3012
37,36,001,000403,3014
0,36,001,000404,1001
0,36,001,000404,1004
0,36,001,000404,1005
0,36,001,000404,1007
0,36,001,000404,1016
0,36,001,000404,1020
372,36,001,000404,1022
0,36,001,000404,1000
0,36,001,000404,1002
0,36,001,000404,1003
0,36,001,000404,1006
0,36,001,000404,1008
0,36,001,000404,1009
0,36,001,000404,1010
13,36,001,000404,1011
1154,36,001,000404,1012
361,36,001,000404,1013
0,36,001,000404,1014
0,36,001,000404,1015
3294,36,001,000404,1017
0,36,001,000404,1018
0,36,001,000404,1019
0,36,001,000404,1021
0,36,001,000404,1023
0,36,001,000404,1024
116,36,001,000501,1001
178,36,001,000501,1002
123,36,001,000501,1004
137,36,001,000501,2001
85,36,001,000501,3004
88,36,001,000501,4003
426,36,001,000501,1000
120,36,001,000501,1003
136,36,001,000501,1005
60,36,001,000501,2000
30,36,001,000501,2002
188,36,001,000501,2003
128,36,001,000501,2004
109,36,001,000501,2005
36,36,001,000501,3000
90,36,001,000501,3001
145,36,001,000501,3002
163,36,001,000501,3003
147,36,001,000501,3005
310,36,001,000501,4000
48,36,001,000501,4001
93,36,001,000501,4002
94,36,001,000501,4004
156,36,001,000501,4005
234,36,001,000501,4006
240,36,001,000502,1004
571,36,001,000502,1008
0,36,001,000502,2002
250,36,001,000502,2004
63,36,001,000502,2006
57,36,001,000502,2014
23,36,001,000502,1001
99,36,001,000502,1002
77,36,001,000502,1003
0,36,001,000502,1005
260,36,001,000502,1006
44,36,001,000502,1007
14,36,001,000502,1009
169,36,001,000502,2000
0,36,001,000502,2001
233,36,001,000502,2003
83,36,001,000502,2005
57,36,001,000502,2007
40,36,001,000502,2008
109,36,001,000502,2009
52,36,001,000502,2010
37,36,001,000502,2011
50,36,001,000502,2012
67,36,001,000502,2013
91,36,001,000502,2015
28,36,001,000502,2016
69,36,001,000502,2017
58,36,001,000502,1000
82,36,001,000600,1001
122,36,001,000600,1002
162,36,001,000600,2001
88,36,001,000600,2002
251,36,001,000600,2004
129,36,001,000600,3011
183,36,001,000600,3012
61,36,001,000600,3014
155,36,001,000600,3016
145,36,001,000600,1000
34,36,001,000600,1003
135,36,001,000600,1004
67,36,001,000600,1005
251,36,001,000600,2000
63,36,001,000600,2003
247,36,001,000600,2005
0,36,001,000600,3000
26,36,001,000600,3001
41,36,001,000600,3002
73,36,001,000600,3003
44,36,001,000600,3004
142,36,001,000600,3005
98,36,001,000600,3006
17,36,001,000600,3007
0,36,001,000600,3008
86,36,001,000600,3009
152,36,001,000600,3010
314,36,001,000600,3013
151,36,001,000600,3015
181,36,001,000600,3017
138,36,001,000700,2002
115,36,001,000700,2003
152,36,001,000700,4003
0,36,001,000700,1004
202,36,001,000700,4000
39,36,001,000700,2000
121,36,001,000700,2001
222,36,001,000700,2004
204,36,001,000700,2005
86,36,001,000700,3000
137,36,001,000700,3001
139,36,001,000700,3002
78,36,001,000700,3003
43,36,001,000700,3004
86,36,001,000700,3005
87,36,001,000700,3006
100,36,001,000700,3007
68,36,001,000700,3008
158,36,001,000700,3009
110,36,001,000700,3010
42,36,001,000700,3011
0,36,001,000700,3012
154,36,001,000700,4001
173,36,001,000700,4002
155,36,001,000700,4004
160,36,001,000700,4005
0,36,001,000700,1000
0,36,001,000700,1001
0,36,001,000700,1002
0,36,001,000700,1003
0,36,001,000700,1005
0,36,001,000700,1006
96,36,001,000700,1007
614,36,001,000700,1008
88,36,001,000700,1009
0,36,001,000700,1010
402,36,001,000700,1011
27,36,001,000700,1012
159,36,001,000800,1000
23,36,001,000800,1006
76,36,001,000800,3004
185,36,001,000800,1001
79,36,001,000800,1002
62,36,001,000800,1003
88,36,001,000800,1004
104,36,001,000800,1005
202,36,001,000800,2000
200,36,001,000800,2001
133,36,001,000800,2002
50,36,001,000800,2003
268,36,001,000800,2004
85,36,001,000800,2005
0,36,001,000800,2006
148,36,001,000800,3000
65,36,001,000800,3001
80,36,001,000800,3002
99,36,001,000800,3003
110,36,001,000800,3005
0,36,001,000800,3006
0,36,001,001100,1104
0,36,001,001100,1107
18,36,001,001100,1110
40,36,001,001100,1112
0,36,001,001100,1115
0,36,001,001100,1116
0,36,001,001100,1118
0,36,001,001100,1120
0,36,001,001100,1025
0,36,001,001100,1026
40,36,001,001100,1035
0,36,001,001100,1005
0,36,001,001100,1040
35,36,001,001100,1042
207,36,001,001100,1045
12,36,001,001100,1048
0,36,001,001100,1051
34,36,001,001100,1060
6,36,001,001100,1065
0,36,001,001100,1071
0,36,001,001100,1074
13,36,001,001100,1077
41,36,001,001100,1092
0,36,001,001100,1097
24,36,001,001100,1009
0,36,001,001100,1022
10,36,001,001100,1000
48,36,001,001100,1001
0,36,001,001100,1002
1,36,001,001100,1003
0,36,001,001100,1004
0,36,001,001100,1006
0,36,001,001100,1007
0,36,001,001100,1008
0,36,001,001100,1010
0,36,001,001100,1011
0,36,001,001100,1012
0,36,001,001100,1013
0,36,001,001100,1014
0,36,001,001100,1015
0,36,001,001100,1016
0,36,001,001100,1017
0,36,001,001100,1018
0,36,001,001100,1019
0,36,001,001100,1020
0,36,001,001100,1021
0,36,001,001100,1089
0,36,001,001100,1098
0,36,001,001100,1099
0,36,001,001100,1100
0,36,001,001100,1101
0,36,001,001100,1102
0,36,001,001100,1103
0,36,001,001100,1105
350,36,001,001100,1106
0,36,001,001100,1108
10,36,001,001100,1109
27,36,001,001100,1111
64,36,001,001100,1113
0,36,001,001100,1114
0,36,001,001100,1117
76,36,001,001100,1119
0,36,001,001100,1121
0,36,001,001100,1023
0,36,001,001100,1024
0,36,001,001100,1027
0,36,001,001100,1028
0,36,001,001100,1029
0,36,001,001100,1030
0,36,001,001100,1031
0,36,001,001100,1032
0,36,001,001100,1033
0,36,001,001100,1034
0,36,001,001100,1036
47,36,001,001100,1037
0,36,001,001100,1038
0,36,001,001100,1039
0,36,001,001100,1041
0,36,001,001100,1043
7,36,001,001100,1044
27,36,001,001100,1046
75,36,001,001100,1047
22,36,001,001100,1049
8,36,001,001100,1050
10,36,001,001100,1052
0,36,001,001100,1053
0,36,001,001100,1054
0,36,001,001100,1055
21,36,001,001100,1056
57,36,001,001100,1057
5,36,001,001100,1058
7,36,001,001100,1059
5,36,001,001100,1061
13,36,001,001100,1062
14,36,001,001100,1063
0,36,001,001100,1064
11,36,001,001100,1066
111,36,001,001100,1067
11,36,001,001100,1068
0,36,001,001100,1069
0,36,001,001100,1070
0,36,001,001100,1072
0,36,001,001100,1073
0,36,001,001100,1075
0,36,001,001100,1076
0,36,001,001100,1078
19,36,001,001100,1079
0,36,001,001100,1080
22,36,001,001100,1081
57,36,001,001100,1082
22,36,001,001100,1083
21,36,001,001100,1084
0,36,001,001100,1085
131,36,001,001100,1086
0,36,001,001100,1087
13,36,001,001100,1088
0,36,001,001100,1090
0,36,001,001100,1091
18,36,001,001100,1093
0,36,001,001100,1094
2,36,001,001100,1095
14,36,001,001100,1096
178,36,001,001400,2003
0,36,001,001400,3000
284,36,001,001400,3001
42,36,001,001400,3006
202,36,001,001400,4002
115,36,001,001400,1000
178,36,001,001400,1001
246,36,001,001400,1002
242,36,001,001400,1003
184,36,001,001400,1004
191,36,001,001400,1005
117,36,001,001400,2000
313,36,001,001400,2001
182,36,001,001400,2002
279,36,001,001400,2004
16,36,001,001400,3002
59,36,001,001400,3003
68,36,001,001400,3004
239,36,001,001400,3005
103,36,001,001400,3007
0,36,001,001400,3008
28,36,001,001400,3009
132,36,001,001400,4000
159,36,001,001400,4001
152,36,001,001400,4003
109,36,001,001400,4004
135,36,001,001500,2000
181,36,001,001500,2002
82,36,001,001500,2005
116,36,001,001500,3001
184,36,001,001500,3002
149,36,001,001500,4002
17,36,001,001500,4004
69,36,001,001500,4008
31,36,001,001500,4003
98,36,001,001500,4005
110,36,001,001500,4006
35,36,001,001500,4007
434,36,001,001500,1000
234,36,001,001500,1001
284,36,001,001500,1002
84,36,001,001500,1003
79,36,001,001500,1004
287,36,001,001500,1005
171,36,001,001500,1006
63,36,001,001500,1007
48,36,001,001500,1008
173,36,001,001500,2001
283,36,001,001500,2003
271,36,001,001500,2004
183,36,001,001500,3000
163,36,001,001500,3003
194,36,001,001500,3004
133,36,001,001500,3005
109,36,001,001500,4000
128,36,001,001500,4001
45,36,001,001600,1003
97,36,001,001600,1004
210,36,001,001600,1008
140,36,001,001600,2001
81,36,001,001600,3002
175,36,001,001600,3004
95,36,001,001600,4004
72,36,001,001600,4007
111,36,001,001600,4009
342,36,001,001600,1007
126,36,001,001600,1000
185,36,001,001600,1001
119,36,001,001600,1002
374,36,001,001600,1005
75,36,001,001600,1006
134,36,001,001600,1009
197,36,001,001600,2000
57,36,001,001600,2002
0,36,001,001600,2003
103,36,001,001600,2004
128,36,001,001600,2005
150,36,001,001600,2006
83,36,001,001600,2007
81,36,001,001600,3000
67,36,001,001600,3001
97,36,001,001600,3003
265,36,001,001600,3005
56,36,001,001600,4000
73,36,001,001600,4001
69,36,001,001600,4002
50,36,001,001600,4003
163,36,001,001600,4005
43,36,001,001600,4006
84,36,001,001600,4008
45,36,001,001600,4010
98,36,001,001600,4011
113,36,001,001700,2009
43,36,001,001700,3002
141,36,001,001700,3015
120,36,001,001700,3017
46,36,001,001700,1000
39,36,001,001700,1013
0,36,001,001700,1016
52,36,001,001700,1018
103,36,001,001700,1022
81,36,001,001700,2006
62,36,001,001700,2007
61,36,001,001700,2008
51,36,001,001700,2010
63,36,001,001700,2011
0,36,001,001700,2012
14,36,001,001700,3000
0,36,001,001700,3001
72,36,001,001700,3003
27,36,001,001700,3004
45,36,001,001700,3005
136,36,001,001700,3006
0,36,001,001700,3007
57,36,001,001700,3008
43,36,001,001700,3009
332,36,001,001700,3010
51,36,001,001700,3011
92,36,001,001700,3012
52,36,001,001700,3013
178,36,001,001700,3014
319,36,001,001700,3016
0,36,001,001700,3018
0,36,001,001700,3019
0,36,001,001700,3020
102,36,001,001700,3021
114,36,001,001700,3022
0,36,001,001700,3023
29,36,001,001700,1001
0,36,001,001700,1002
153,36,001,001700,1003
48,36,001,001700,1004
48,36,001,001700,1005
54,36,001,001700,1006
82,36,001,001700,1007
0,36,001,001700,1008
0,36,001,001700,1009
62,36,001,001700,1010
73,36,001,001700,1011
37,36,001,001700,1012
0,36,001,001700,1014
27,36,001,001700,1015
51,36,001,001700,1017
56,36,001,001700,1019
14,36,001,001700,1020
52,36,001,001700,1021
158,36,001,001700,2000
82,36,001,001700,2001
79,36,001,001700,2002
86,36,001,001700,2003
104,36,001,001700,2004
112,36,001,001700,2005
53,36,001,001802,3016
102,36,001,001802,3008
31,36,001,001802,3013
43,36,001,001802,3019
19,36,001,001802,3028
18,36,001,001802,3032
121,36,001,001802,1000
129,36,001,001802,1002
201,36,001,001802,2000
39,36,001,001802,2002
65,36,001,001802,2005
34,36,001,001802,2007
0,36,001,001802,2010
40,36,001,001802,2012
191,36,001,001802,2016
0,36,001,001802,1001
105,36,001,001802,1003
147,36,001,001802,1004
140,36,001,001802,1005
50,36,001,001802,1006
25,36,001,001802,1007
22,36,001,001802,1008
55,36,001,001802,1009
56,36,001,001802,1010
55,36,001,001802,1011
184,36,001,001802,2001
93,36,001,001802,2003
45,36,001,001802,2004
43,36,001,001802,2006
43,36,001,001802,2008
241,36,001,001802,2009
77,36,001,001802,2011
48,36,001,001802,2013
37,36,001,001802,2014
27,36,001,001802,2015
0,36,001,001802,2017
0,36,001,001802,2018
9,36,001,001802,2019
0,36,001,001802,2020
0,36,001,001802,2021
0,36,001,001802,2022
53,36,001,001802,3000
73,36,001,001802,3001
44,36,001,001802,3002
28,36,001,001802,3003
55,36,001,001802,3004
25,36,001,001802,3005
11,36,001,001802,3006
43,36,001,001802,3007
20,36,001,001802,3009
26,36,001,001802,3010
69,36,001,001802,3011
37,36,001,001802,3012
38,36,001,001802,3014
54,36,001,001802,3015
85,36,001,001802,3017
35,36,001,001802,3018
32,36,001,001802,3020
54,36,001,001802,3021
24,36,001,001802,3022
33,36,001,001802,3023
55,36,001,001802,3024
13,36,001,001802,3025
25,36,001,001802,3026
20,36,001,001802,3027
57,36,001,001802,3029
17,36,001,001802,3030
15,36,001,001802,3031
53,36,001,001802,3033
46,36,001,001802,3034
94,36,001,001803,1000
86,36,001,001803,1004
75,36,001,001803,1007
37,36,001,001803,2001
102,36,001,001803,2011
48,36,001,001803,2014
48,36,001,001803,2017
112,36,001,001803,2019
67,36,001,001803,3002
154,36,001,001803,3004
65,36,001,001803,3007
21,36,001,001803,3009
52,36,001,001803,3011
0,36,001,001803,3012
26,36,001,001803,3013
32,36,001,001803,3014
49,36,001,001803,3015
41,36,001,001803,3016
58,36,001,001803,1001
113,36,001,001803,1002
110,36,001,001803,1003
78,36,001,001803,1005
76,36,001,001803,1006
78,36,001,001803,2000
53,36,001,001803,2002
81,36,001,001803,2003
131,36,001,001803,2004
65,36,001,001803,2005
134,36,001,001803,2006
78,36,001,001803,2007
77,36,001,001803,2008
66,36,001,001803,2009
155,36,001,001803,2010
75,36,001,001803,2012
92,36,001,001803,2013
105,36,001,001803,2015
25,36,001,001803,2016
0,36,001,001803,2018
0,36,001,001803,3000
83,36,001,001803,3001
161,36,001,001803,3003
78,36,001,001803,3005
75,36,001,001803,3006
37,36,001,001803,3008
39,36,001,001803,3010
43,36,001,001804,1003
50,36,001,001804,1005
48,36,001,001804,1008
43,36,001,001804,1010
11,36,001,001804,1021
0,36,001,001804,2001
62,36,001,001804,2004
16,36,001,001804,2007
37,36,001,001804,2012
224,36,001,001804,3001
48,36,001,001804,1001
340,36,001,001804,1000
34,36,001,001804,1002
64,36,001,001804,1004
47,36,001,001804,1006
77,36,001,001804,1007
147,36,001,001804,1009
56,36,001,001804,1011
29,36,001,001804,1012
38,36,001,001804,1013
0,36,001,001804,1014
0,36,001,001804,1015
32,36,001,001804,1016
94,36,001,001804,1017
36,36,001,001804,1018
57,36,001,001804,1019
65,36,001,001804,1020
283,36,001,001804,2000
496,36,001,001804,2002
31,36,001,001804,2003
39,36,001,001804,2005
39,36,001,001804,2006
9,36,001,001804,2008
0,36,001,001804,2009
0,36,001,001804,2010
126,36,001,001804,2011
24,36,001,001804,2013
0,36,001,001804,3000
204,36,001,001804,3002
42,36,001,001804,3003
39,36,001,001804,3004
213,36,001,001804,3005
102,36,001,001804,3006
22,36,001,001804,3007
84,36,001,001804,3008
22,36,001,001804,3009
71,36,001,001901,1004
63,36,001,001901,1006
106,36,001,001901,1008
81,36,001,001901,1012
97,36,001,001901,2002
125,36,001,001901,2004
239,36,001,001901,1000
67,36,001,001901,1001
111,36,001,001901,1002
84,36,001,001901,1003
86,36,001,001901,1005
80,36,001,001901,1007
77,36,001,001901,1009
79,36,001,001901,1010
94,36,001,001901,1011
55,36,001,001901,2000
123,36,001,001901,2001
142,36,001,001901,2003
107,36,001,001901,2005
161,36,001,001901,2006
152,36,001,001901,2007
89,36,001,001901,2008
174,36,001,001901,2009
51,36,001,001901,2010
104,36,001,001902,2008
82,36,001,001902,2011
62,36,001,001902,3002
43,36,001,001902,3006
104,36,001,001902,1003
122,36,001,001902,1005
41,36,001,001902,1007
0,36,001,001902,2000
0,36,001,001902,2001
85,36,001,001902,2002
117,36,001,001902,2003
121,36,001,001902,2004
0,36,001,001902,2005
0,36,001,001902,2006
95,36,001,001902,2007
0,36,001,001902,2009
112,36,001,001902,2010
79,36,001,001902,2012
571,36,001,001902,3000
46,36,001,001902,3001
51,36,001,001902,3003
64,36,001,001902,3004
42,36,001,001902,3005
129,36,001,001902,3007
86,36,001,001902,1000
109,36,001,001902,1001
108,36,001,001902,1002
85,36,001,001902,1004
108,36,001,001902,1006
688,36,001,002000,1001
77,36,001,002000,2006
42,36,001,002000,3004
67,36,001,002000,3008
101,36,001,002000,5003
105,36,001,002000,5005
0,36,001,002000,5008
0,36,001,002000,5013
0,36,001,002000,5018
0,36,001,002000,5021
0,36,001,002000,5023
108,36,001,002000,1000
117,36,001,002000,1002
86,36,001,002000,1003
143,36,001,002000,1004
354,36,001,002000,1005
105,36,001,002000,1006
47,36,001,002000,1007
214,36,001,002000,2000
231,36,001,002000,2001
146,36,001,002000,2002
182,36,001,002000,2003
126,36,001,002000,2004
90,36,001,002000,2005
81,36,001,002000,3000
154,36,001,002000,3001
206,36,001,002000,3002
152,36,001,002000,3003
108,36,001,002000,3005
38,36,001,002000,3006
61,36,001,002000,3007
132,36,001,002000,4000
130,36,001,002000,4001
115,36,001,002000,4002
154,36,001,002000,4003
34,36,001,002000,4004
133,36,001,002000,4005
92,36,001,002000,4006
78,36,001,002000,4007
245,36,001,002000,5000
155,36,001,002000,5001
126,36,001,002000,5002
109,36,001,002000,5004
96,36,001,002000,5006
61,36,001,002000,5007
69,36,001,002000,5009
82,36,001,002000,5010
0,36,001,002000,5011
33,36,001,002000,5012
0,36,001,002000,5014
0,36,001,002000,5015
161,36,001,002000,5016
108,36,001,002000,5017
0,36,001,002000,5019
18,36,001,002000,5020
0,36,001,002000,5022
153,36,001,002100,1001
283,36,001,002100,1004
0,36,001,002100,1007
13,36,001,002100,2008
0,36,001,002100,2010
15,36,001,002100,2012
201,36,001,002100,3000
182,36,001,002100,3002
247,36,001,002100,3005
180,36,001,002100,1002
185,36,001,002100,1005
0,36,001,002100,1006
0,36,001,002100,1008
42,36,001,002100,2000
22,36,001,002100,2001
0,36,001,002100,2002
15,36,001,002100,2003
99,36,001,002100,2004
104,36,001,002100,2005
388,36,001,002100,2006
0,36,001,002100,2007
278,36,001,002100,2009
514,36,001,002100,2011
0,36,001,002100,2013
0,36,001,002100,2014
226,36,001,002100,3001
126,36,001,002100,3003
220,36,001,002100,3004
239,36,001,002100,1000
205,36,001,002100,1003
229,36,001,002200,1001
121,36,001,002200,1002
78,36,001,002200,2002
147,36,001,002200,2004
224,36,001,002200,1000
41,36,001,002200,1003
61,36,001,002200,1004
81,36,001,002200,1005
76,36,001,002200,1006
157,36,001,002200,1007
171,36,001,002200,1008
244,36,001,002200,1009
183,36,001,002200,2000
148,36,001,002200,2001
190,36,001,002200,2003
148,36,001,002200,2005
0,36,001,002200,2006
252,36,001,002300,1000
249,36,001,002300,1001
0,36,001,002300,2002
90,36,001,002300,2014
65,36,001,002300,1002
182,36,001,002300,1003
173,36,001,002300,1004
48,36,001,002300,1005
43,36,001,002300,2000
0,36,001,002300,2001
0,36,001,002300,2003
0,36,001,002300,2004
0,36,001,002300,2005
55,36,001,002300,2006
181,36,001,002300,2007
102,36,001,002300,2008
0,36,001,002300,2009
65,36,001,002300,2010
104,36,001,002300,2011
41,36,001,002300,2012
226,36,001,002300,2013
122,36,001,002300,2015
56,36,001,002300,2016
20,36,001,002300,2017
73,36,001,002300,2018
0,36,001,002500,1004
0,36,001,002500,1003
0,36,001,002500,1005
0,36,001,002500,1007
0,36,001,002500,1009
16,36,001,002500,1015
79,36,001,002500,1025
33,36,001,002500,1029
0,36,001,002500,2000
0,36,001,002500,2005
0,36,001,002500,2007
47,36,001,002500,2008
67,36,001,002500,2010
26,36,001,002500,3002
15,36,001,002500,3010
0,36,001,002500,3012
87,36,001,002500,3015
71,36,001,002500,4009
86,36,001,002500,4010
150,36,001,002500,2003
141,36,001,002500,2004
0,36,001,002500,2006
118,36,001,002500,2009
0,36,001,002500,3000
120,36,001,002500,3001
271,36,001,002500,3003
169,36,001,002500,3004
9,36,001,002500,3005
0,36,001,002500,3006
0,36,001,002500,3007
5,36,001,002500,3008
0,36,001,002500,3009
45,36,001,002500,3011
71,36,001,002500,3013
49,36,001,002500,3014
26,36,001,002500,3016
0,36,001,002500,3017
90,36,001,002500,3018
105,36,001,002500,4000
99,36,001,002500,4001
15,36,001,002500,4002
52,36,001,002500,4003
36,36,001,002500,4004
72,36,001,002500,4005
46,36,001,002500,4006
103,36,001,002500,4007
65,36,001,002500,4008
49,36,001,002500,4011
0,36,001,002500,1000
0,36,001,002500,1001
0,36,001,002500,1002
0,36,001,002500,1006
0,36,001,002500,1008
0,36,001,002500,1010
0,36,001,002500,1017
0,36,001,002500,1011
0,36,001,002500,1012
0,36,001,002500,1013
0,36,001,002500,1014
0,36,001,002500,1016
0,36,001,002500,1018
0,36,001,002500,1019
0,36,001,002500,1020
307,36,001,002500,1021
0,36,001,002500,1022
90,36,001,002500,1023
73,36,001,002500,1024
33,36,001,002500,1026
78,36,001,002500,1027
12,36,001,002500,1028
36,36,001,002500,1030
0,36,001,002500,1031
51,36,001,002500,2001
95,36,001,002500,2002
72,36,001,002600,1004
163,36,001,002600,2006
127,36,001,002600,3003
0,36,001,002600,3006
72,36,001,002600,3008
28,36,001,002600,3010
17,36,001,002600,3013
0,36,001,002600,4006
0,36,001,002600,4007
287,36,001,002600,4012
51,36,001,002600,4014
63,36,001,002600,4017
0,36,001,002600,4019
29,36,001,002600,3014
15,36,001,002600,3015
0,36,001,002600,3016
9,36,001,002600,3017
0,36,001,002600,3018
0,36,001,002600,4000
0,36,001,002600,4001
0,36,001,002600,4002
