roll_year,county_name,municipality_name,municipality_code,roll_section,property_class,property_class_description,fmv,ctv,av,n
2025,Warren,Warrensburg,524000,1,432,Service and Gas Stations,2647300,2647300,2647300,4
2025,Warren,Warrensburg,524000,1,433,"Auto Body, Tire Shops, Other Related Auto Sales",830600,830600,830600,3
2025,Warren,Warrensburg,524000,1,434,Automatic Car Wash,260900,260900,260900,1
2025,Warren,Warrensburg,524000,1,440,"Storage, Warehouse and Distribution Facilities",391800,391800,391800,1
2025,Warren,Warrensburg,524000,1,441,Fuel Storage and Distribution Facilities,956200,956200,956200,3
2025,Warren,Warrensburg,524000,1,442,Mini Warehouse (Self-Service Storage),540000,540000,540000,1
2025,Warren,Warrensburg,524000,1,444,"Lumber Yards, Sawmills",2048400,1894220,2048400,6
2025,Warren,Warrensburg,524000,1,449,"Other Storage, Warehouse and Distribution Facilities",684600,684600,684600,2
2025,Warren,Warrensburg,524000,1,452,Area of Neighborhood Shopping Centers,2050000,2050000,2050000,1
2025,Warren,Warrensburg,524000,1,453,Large Retail Outlets,2387000,2387000,2387000,2
2025,Warren,Warrensburg,524000,1,456,Medium Retail,1333000,1333000,1333000,1
2025,Warren,Warrensburg,524000,1,457,Small Retail,145700,145700,145700,1
2025,Warren,Warrensburg,524000,1,462,Drive-In Branch Bank,960900,960900,960900,2
2025,Warren,Warrensburg,524000,1,464,Office Building,252100,252100,252100,2
2025,Warren,Warrensburg,524000,1,470,Miscellaneous Services,466800,466800,466800,3
2025,Warren,Warrensburg,524000,1,471,Funeral Homes,508800,508800,508800,1
2025,Warren,Warrensburg,524000,1,472,"Dog Kennels, Veterinary Clinics",229200,229200,229200,1
2025,Warren,Warrensburg,524000,1,475,Junkyards,47200,47200,47200,1
2025,Warren,Warrensburg,524000,1,480,Multiple Use or Multipurpose,2676800,2676800,2676800,4
2025,Warren,Warrensburg,524000,1,481,Downtown Row Type (with common wall),735000,735000,735000,2
2025,Warren,Warrensburg,524000,1,482,Downtown Row Type (detached),2758700,2758700,2758700,10
2025,Warren,Warrensburg,524000,1,483,Converted Residence,1973600,1973600,1973600,6
2025,Warren,Warrensburg,524000,1,484,One Story Small Structure,3251300,3205337,3251300,7
2025,Warren,Warrensburg,524000,1,485,One Story Small Structure - Multi occupant,292600,292600,292600,2
2025,Warren,Warrensburg,524000,1,551,Skiing Centers,430000,430000,430000,2
2025,Warren,Warrensburg,524000,1,552,Public Golf Courses,3204800,3204800,3204800,2
2025,Warren,Warrensburg,524000,1,557,Other Outdoor Sports,220900,220900,220900,1
2025,Warren,Warrensburg,524000,1,581,Camps,18348000,18231540,18348000,6
2025,Warren,Warrensburg,524000,1,582,Camping Facilities,6749800,6713800,6749800,4
2025,Warren,Warrensburg,524000,1,583,Resort Complexes,271000,271000,271000,1
2025,Warren,Warrensburg,524000,1,591,Playgrounds,0,0,0,8
2025,Warren,Warrensburg,524000,1,614,Special Schools and Institutions,360000,360000,360000,1
2025,Warren,Warrensburg,524000,1,682,Recreational Facilities,145400,145400,145400,1
2025,Warren,Warrensburg,524000,1,710,Manufacturing and Processing,2294500,2294500,2294500,2
2025,Warren,Warrensburg,524000,1,714,Light Industrial Manufacturing and Processing,184900,184900,184900,1
2025,Warren,Warrensburg,524000,1,720,Mining and Quarrying,381700,381700,381700,2
2025,Warren,Warrensburg,524000,1,830,Communication,961200,961200,961200,2
2025,Warren,Warrensburg,524000,1,910,Private Wild and Forest Lands except for Private Hunting and Fishing Clubs,7215800,7171413,7215800,81
2025,Warren,Warrensburg,524000,1,911,Forest Land under Section 480 of the Real Property Tax Law,2576900,1362879,2576900,29
2025,Warren,Warrensburg,524000,1,912,Forest Land under Section 480-a of the Real Property Tax Law,1717900,924700,1717900,19
2025,Warren,Warrensburg,524000,3,900,"Wild, Forested, Conservation Lands and Public Parks",49300,49300,49300,1
2025,Warren,Warrensburg,524000,3,910,Private Wild and Forest Lands except for Private Hunting and Fishing Clubs,201100,201100,201100,3
2025,Warren,Warrensburg,524000,3,931,State Owned Land (Forest Preserve) in the Adirondack or Catskill Parks Taxable under Section 532-a of the Real Property Tax Law,4464900,4464900,4464900,25
2025,Warren,Warrensburg,524000,3,993,"Transition Assessments for Taxable State Owned Land (Real Property Tax Law, Section 545)",100,0,100,4
2025,Warren,Warrensburg,524000,5,861,Electric and Gas,5471600,5471604,5471604,2
2025,Warren,Warrensburg,524000,5,866,Telephone,660300,660301,660301,3
2025,Warren,Warrensburg,524000,5,867,Miscellaneous,208800,208859,208859,2
2025,Warren,Warrensburg,524000,5,869,Television,317700,317714,317714,1
2025,Warren,Warrensburg,524000,6,380,Public Utility Vacant Land,876500,876500,876500,18
2025,Warren,Warrensburg,524000,6,831,Telephone Facility,126800,126814,126814,2
2025,Warren,Warrensburg,524000,6,836,Telephone Outside Plant,497400,497390,497390,10
2025,Warren,Warrensburg,524000,6,837,Cellular Telephone Towers,1000000,1000000,1000000,2
2025,Warren,Warrensburg,524000,6,871,Electric and Gas Facilities,779000,779000,779000,1
2025,Warren,Warrensburg,524000,6,872,Electric Substation,4307700,4307704,4307704,3
2025,Warren,Warrensburg,524000,6,874,Electric Power Generation Facility - Hydro,3730000,3730000,3730000,2
2025,Warren,Warrensburg,524000,6,882,Electric Transmission,3377100,3377253,3377253,5
2025,Warren,Warrensburg,524000,6,884,Electric Distribution (Outside Plant Property),2700800,2700773,2700773,3
2025,Warren,Warrensburg,524000,8,210,One Family Year-Round Residence,2520400,0,2520400,8
2025,Warren,Warrensburg,524000,8,311,Residential Vacant Land,771700,0,771700,28
2025,Warren,Warrensburg,524000,8,312,Residential Land Including a Small Improvement,606700,0,606700,7
2025,Warren,Warrensburg,524000,8,314,Rural Vacant Lots of 10 Acres or less,45000,0,45000,3
2025,Warren,Warrensburg,524000,8,322,Residential Vacant Land Over 10 Acres,404300,0,404300,5
2025,Warren,Warrensburg,524000,8,323,Other Rural Vacant Lands,85200,0,85200,2
2025,Warren,Warrensburg,524000,8,330,Vacant Land Located in Commercial Areas,246800,0,246800,9
2025,Warren,Warrensburg,524000,8,331,Commercial Vacant with minor improvements,3517900,0,3517900,3
2025,Warren,Warrensburg,524000,8,340,Vacant Land Located in Industrial Areas,78200,0,78200,1
2025,Warren,Warrensburg,524000,8,411,Apartments,251100,0,251100,1
2025,Warren,Warrensburg,524000,8,439,Small Parking Garage,792600,0,792600,1
2025,Warren,Warrensburg,524000,8,480,Multiple Use or Multipurpose,834000,0,834000,1
2025,Warren,Warrensburg,524000,8,534,Social Organizations,829500,0,829500,3
2025,Warren,Warrensburg,524000,8,611,Libraries,1051400,0,1051400,1
2025,Warren,Warrensburg,524000,8,612,Schools,19855300,0,19855300,2
2025,Warren,Warrensburg,524000,8,613,Colleges and Universities,3152400,0,3152400,2
2025,Warren,Warrensburg,524000,8,614,Special Schools and Institutions,591500,0,591500,1
2025,Warren,Warrensburg,524000,8,620,Religious,9396600,0,9396600,14
2025,Warren,Warrensburg,524000,8,642,All Other Health Facilities,9741300,0,9741300,2
2025,Warren,Warrensburg,524000,8,651,Highway Garage,6372900,0,6372900,6
2025,Warren,Warrensburg,524000,8,652,Office Building,4273700,0,4273700,3
2025,Warren,Warrensburg,524000,8,653,Parking Lots,58500,0,58500,1
2025,Warren,Warrensburg,524000,8,662,"Police and Fire Protection, Electrical Signal Equipment and Other Facilities for Fire, Police, Civil Defense, etc.",2243100,0,2243100,1
2025,Warren,Warrensburg,524000,8,695,Cemeteries,321200,0,321200,5
2025,Warren,Warrensburg,524000,8,822,Water Supply,902500,0,902500,7
2025,Warren,Warrensburg,524000,8,852,Landfills and Dumps,123800,0,123800,1
2025,Warren,Warrensburg,524000,8,853,Sewage Treatment and Water Pollution Control,1244800,0,1244800,1
2025,Warren,Warrensburg,524000,8,910,Private Wild and Forest Lands except for Private Hunting and Fishing Clubs,2579700,0,2579700,18
2025,Warren,Warrensburg,524000,8,911,Forest Land under Section 480 of the Real Property Tax Law,53800,0,53800,1
2025,Warren,Warrensburg,524000,8,931,State Owned Land (Forest Preserve) in the Adirondack or Catskill Parks Taxable under Section 532-a of the Real Property Tax Law,54100,0,54100,1
2025,Warren,Warrensburg,524000,8,941,State Owned Reforested Land Taxable under Sections 534 and 536 of the Real Property Tax Law,637300,0,637300,10
2025,Warren,Warrensburg,524000,8,942,County Owned Reforested Land,14100,0,14100,1
2025,Warren,Warrensburg,524000,8,963,City/Town/Village Public Parks and Recreation Areas,807900,0,807900,6
2025,Warren,Warrensburg,524000,8,972,"Land Under Water, Either Privately of Governmentally Owned (other than residential - more property classified as code 315)",10800,0,10800,1
2025,Westchester,Mt Vernon,550800,1,210,One Family Year-Round Residence,0,41662762,42958939,4438
2025,Westchester,Mt Vernon,550800,1,220,Two Family Year-Round Residence,0,26122316,26870856,2827
2025,Westchester,Mt Vernon,550800,1,230,Three Family Year-Round Residence,0,11489430,11803567,1125
2025,Westchester,Mt Vernon,550800,1,300,Vacant Land,0,6000,6000,3
2025,Westchester,Mt Vernon,550800,1,310,Residential,0,601714,618914,360
2025,Westchester,Mt Vernon,550800,1,311,Residential Vacant Land,0,11200,11200,4
2025,Westchester,Mt Vernon,550800,1,312,Residential Land Including a Small Improvement,0,249450,253550,102
2025,Westchester,Mt Vernon,550800,1,330,Vacant Land Located in Commercial Areas,0,989983,1007783,184
2025,Westchester,Mt Vernon,550800,1,340,Vacant Land Located in Industrial Areas,0,64216,82716,12
2025,Westchester,Mt Vernon,550800,1,400,Commercial,0,531217,531217,21
2025,Westchester,Mt Vernon,550800,1,411,Apartments,0,22204288,23122538,501
2025,Westchester,Mt Vernon,550800,1,418,"Inns, Lodges, Boarding Houses, Tourist Homes, Fraternity and Sorority Homes",0,45700,45700,3
2025,Westchester,Mt Vernon,550800,1,421,Restaurants,0,41000,41000,2
2025,Westchester,Mt Vernon,550800,1,422,Diners and Luncheonettes,0,29200,29200,2
2025,Westchester,Mt Vernon,550800,1,423,"Snack Bars, Drive-Ins, Ice Cream Bars",0,20000,20000,1
2025,Westchester,Mt Vernon,550800,1,425,Bar,0,34100,34100,3
2025,Westchester,Mt Vernon,550800,1,426,Fast Food Franchises,0,200568,200568,5
2025,Westchester,Mt Vernon,550800,1,430,Motor Vehicle Services,0,31575,31575,3
2025,Westchester,Mt Vernon,550800,1,431,Auto Dealers - Sales and Service,0,289580,289580,10
2025,Westchester,Mt Vernon,550800,1,432,Service and Gas Stations,0,647691,647691,25
2025,Westchester,Mt Vernon,550800,1,433,"Auto Body, Tire Shops, Other Related Auto Sales",0,556924,556924,34
2025,Westchester,Mt Vernon,550800,1,434,Automatic Car Wash,0,34730,34730,2
2025,Westchester,Mt Vernon,550800,1,435,Manual Car Wash,0,18000,18000,1
