cty,stplc,C000,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,n_blocks
36077,3611220,32,0,0,0,0,0,0,0,0,0,21,0,2,0,0,0,0,0,0,9,0,3
36077,3615242,222,0,0,0,0,4,0,13,23,3,6,0,15,0,0,0,19,118,16,5,0,10
36077,3618047,3608,0,0,0,0,44,0,185,2,5,45,4,36,8,77,0,2280,21,368,38,495,28
36077,3623283,36,0,0,0,2,0,0,0,23,0,0,0,0,0,0,0,0,0,11,0,0,4
36077,3623602,775,0,0,0,0,18,0,17,0,0,611,0,3,0,0,115,11,0,0,0,0,6
36077,3626418,97,0,0,4,11,26,0,12,0,0,2,0,1,0,27,0,10,0,0,2,2,6
36077,3628376,5,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2
36077,3628959,28,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,7,0,17,4
36077,3632578,62,0,0,22,0,18,0,0,0,3,2,6,5,0,3,0,0,0,3,0,0,6
36077,3632597,506,0,0,0,8,0,0,28,0,0,37,1,1,0,3,0,314,2,93,19,0,9
36077,3641520,163,0,0,0,2,0,0,0,0,0,0,0,0,0,0,106,50,0,0,5,0,2
36077,3647229,173,0,0,0,0,2,10,13,0,2,0,0,4,0,0,118,16,0,0,0,8,6
36077,3648483,275,0,0,0,3,11,0,12,0,3,4,15,0,3,0,144,67,0,12,1,0,10
36077,3649143,21,0,0,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2
36077,3654881,5834,1,0,33,85,224,73,401,11,51,118,70,165,79,124,1473,1428,14,954,277,253,78
36077,3655618,156,0,0,0,14,0,0,19,0,4,0,3,2,0,28,35,41,0,0,0,10,11
36077,3659443,53,0,0,0,23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
36077,3661489,355,0,0,0,27,0,1,116,0,0,12,0,4,0,1,118,9,0,30,14,23,14
36077,3665519,135,0,0,0,4,4,0,3,13,0,7,0,0,0,0,77,6,0,3,0,18,8
36077,3665739,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,2
36077,3668946,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36077,3670321,42,0,0,0,0,0,0,12,0,3,0,0,8,0,0,0,0,0,0,0,19,3
36077,3676001,183,0,0,3,0,20,22,49,0,0,5,0,0,11,0,0,61,0,5,7,0,12
36077,3679070,36,0,0,0,2,0,0,0,25,0,0,1,0,0,3,0,4,0,1,0,0,3
36077,3679796,1240,0,0,78,22,239,35,181,119,0,10,2,5,0,41,0,250,20,111,35,92,20
36077,3679961,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
36077,3683118,236,12,0,0,1,1,4,29,15,5,5,0,3,0,0,125,21,0,4,11,0,14
36077,9999999,7019,172,31,5,158,361,128,1372,41,37,82,43,190,4,235,1232,1492,382,685,153,216,293
36079,3608070,778,2,0,0,178,8,25,129,13,13,1,7,9,0,30,43,55,5,58,47,155,22
36079,3608081,25,0,0,0,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,3
36079,3608092,82,0,0,0,9,3,1,2,0,0,0,0,4,0,11,30,8,2,4,8,0,8
36079,3612518,3325,0,0,0,277,3,34,534,40,75,31,17,156,0,108,299,587,60,278,144,682,44
36079,3616936,959,0,0,0,30,2,5,98,2,45,11,17,57,0,32,227,68,8,190,43,124,32
36079,3640398,1011,0,0,0,59,20,1,69,149,18,70,6,61,1,30,207,34,1,89,64,132,54
36079,3644534,3463,5,0,7,311,29,37,373,189,54,145,55,94,4,103,661,434,67,450,289,156,53
36079,3649781,50,0,0,0,0,10,1,8,0,0,0,0,5,1,0,0,3,0,12,5,5,8
36079,3656869,54,3,0,0,5,0,0,1,0,0,0,0,1,0,7,0,26,4,7,0,0,4
36079,3660103,721,0,0,0,15,1,5,8,15,0,3,5,9,0,27,597,13,1,11,11,0,27
36079,9999999,15906,84,16,110,1885,1063,1223,1416,418,263,211,163,935,117,702,1759,3064,443,1029,747,258,432
36081,3651000,728370,60,50,2830,51115,15853,20776,61454,72364,9750,12733,15827,23124,3888,38933,66784,199665,5857,50868,24465,51974,8847
36083,3603320,989,0,0,0,23,21,24,79,0,14,5,1,14,0,0,547,50,5,131,16,59,21
36083,3612870,225,0,0,0,5,1,0,0,0,0,3,8,0,0,0,107,73,0,3,4,21,6
36083,3622106,2387,9,0,7,258,12,19,470,192,0,35,6,170,42,84,560,133,71,213,105,1,31
36083,3622557,31,0,0,0,25,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,5
36083,3631918,5043,63,0,0,19,3995,31,46,20,65,8,6,209,113,27,54,47,0,80,87,173,18
36083,3635474,642,0,0,0,0,241,3,71,0,4,15,10,5,6,2,0,164,8,42,29,42,26
36083,3649506,137,0,0,0,0,0,0,20,0,0,4,0,0,0,0,25,0,0,11,10,67,6
36083,3649555,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36083,3658794,137,0,0,0,10,54,4,12,0,8,0,0,1,0,0,0,2,0,0,1,45,9
36083,3661148,1850,0,0,18,191,336,133,102,0,0,8,20,98,2,23,310,304,0,93,72,140,57
36083,3665475,390,0,0,0,0,0,0,99,0,0,6,0,4,0,9,208,0,3,57,4,0,9
36083,3675484,19063,10,100,76,478,554,174,1333,502,232,147,241,1074,49,203,5126,5400,93,2088,549,634,346
36083,3676672,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
36083,3680863,467,6,122,0,9,0,0,166,1,0,11,5,6,0,22,3,46,0,56,14,0,20
36083,3683349,886,0,0,0,22,1,3,220,0,10,68,0,2,0,23,131,56,0,223,34,93,29
36083,9999999,20394,177,14,588,1551,864,794,2977,1971,239,634,126,1088,154,698,2020,2023,216,1694,793,1773,537
36085,3651000,128209,4,5,854,9867,1356,1555,13199,18799,890,2364,1271,3705,415,5772,14358,31562,1442,8526,4769,7496,2541
36087,3600408,7104,0,0,0,325,28,197,624,27,22,76,80,204,11,127,172,3783,16,501,474,437,60
36087,3604396,2072,0,0,0,152,13,8,58,82,2,67,13,107,1,74,1224,130,0,110,31,0,24
36087,3606860,3125,3,0,0,167,472,496,171,637,18,9,4,52,10,162,529,189,6,146,54,0,41
36087,3615400,4694,14,0,2,338,551,336,176,44,19,64,66,148,70,372,910,1421,5,45,113,0,73
36087,3617739,3413,2,0,0,436,1093,194,146,62,7,27,9,35,1,382,86,640,3,164,126,0,58
36087,3629872,75,0,0,0,0,0,0,40,0,7,0,3,15,0,0,0,1,4,0,0,5,2
36087,3632754,1294,2,0,31,56,17,14,93,31,12,13,12,46,0,55,156,385,0,152,138,81,46
36087,3634660,822,0,0,2,172,137,35,53,101,0,0,13,0,0,11,180,1,0,78,18,21,9
36087,3634693,828,0,0,0,36,1,8,116,0,4,32,19,42,26,103,24,335,0,61,15,6,34
36087,3638934,523,0,0,0,66,4,58,36,6,0,10,7,35,0,16,29,16,3,21,216,0,10
36087,3648010,7939,0,0,5,361,65,183,1243,22,11,380,155,435,4,557,949,2619,48,436,466,0,99
36087,3648090,3374,0,0,3,38,6,303,53,365,72,64,266,356,0,814,426,419,8,117,42,22,35
36087,3648879,751,0,0,9,97,3,66,113,0,0,14,22,82,18,33,55,121,0,62,52,4,32
36087,3649407,10869,0,0,0,1062,607,238,2590,319,319,222,243,382,252,924,635,1357,94,1087,511,27,115
36087,3650100,11057,0,34,10,469,9,138,687,63,26,205,172,807,15,380,1647,2480,120,773,423,2599,213
36087,3650353,1312,0,0,0,124,0,25,328,98,36,3,13,35,0,104,161,239,33,7,106,0,36
36087,3650705,2041,0,0,0,216,104,40,273,12,8,7,50,79,1,104,41,789,11,40,259,7,23
36087,3654100,4632,0,0,2,171,12,153,323,6,72,110,82,123,101,132,311,2171,27,524,245,67,75
36087,3655167,4580,0,0,0,75,1222,68,336,323,32,38,56,126,61,89,926,407,11,245,212,353,27
36087,3656902,9135,12,0,90,1083,2144,247,598,150,223,321,50,975,116,977,609,604,206,484,206,40,120
36087,3657749,394,0,0,0,17,4,3,30,3,2,4,8,25,1,2,9,14,1,176,50,45,22
36087,3658992,527,0,0,0,63,38,20,39,0,1,6,23,97,27,26,0,53,7,76,51,0,32
36087,3667708,575,0,0,7,72,37,6,32,6,13,3,1,8,0,98,65,0,0,213,14,0,25
36087,3670068,155,0,0,0,39,0,0,8,0,0,14,1,9,0,3,4,20,0,42,15,0,12
36087,3670420,11212,0,0,800,833,138,373,951,600,130,327,421,731,5,556,358,4362,22,248,351,6,158
36087,3671663,2092,0,0,0,263,147,47,407,9,22,103,13,129,5,108,180,169,35,197,106,152,61
36087,3671894,4055,0,0,0,113,96,106,73,12,68,58,43,312,0,168,208,2362,2,178,121,135,65
36087,3673154,2433,0,0,0,388,161,889,63,25,46,20,37,121,0,136,6,177,104,173,87,0,54
36087,3673583,2398,0,0,0,98,0,151,191,4,65,6,0,51,0,13,554,930,2,49,30,254,29
36087,3676386,683,0,0,0,19,9,0,3,0,1,0,7,36,0,1,345,167,7,12,65,11,18
36087,3676661,2971,0,52,0,517,127,226,227,210,183,19,41,155,0,341,111,592,3,58,104,5,50
36087,3677574,7775,0,0,0,440,47,55,153,36,6,46,34,112,1,383,1375,3847,37,105,1098,0,50
36087,3679174,1053,0,0,0,118,0,30,93,11,11,15,29,174,8,79,158,176,1,55,72,23,46
36087,3680203,2652,0,0,3,248,41,64,229,28,16,21,33,152,0,39,342,1037,37,180,128,54,42
36087,3680599,5741,0,0,174,159,200,196,1970,5,77,74,38,88,6,212,239,1007,225,827,239,5,37
36087,9999999,7174,10,0,24,446,99,74,261,29,77,75,56,936,3,236,1215,2262,121,454,334,462,139
36089,3600457,112,1,0,2,0,0,1,0,0,79,2,0,0,0,0,0,7,0,20,0,0,5
36089,3607960,289,0,0,0,0,0,0,44,0,4,1,0,0,0,0,232,6,0,2,0,0,7
36089,3612331,4651,0,0,0,29,27,35,210,2,0,157,30,63,203,27,2527,775,26,408,70,62,35
36089,3617398,213,0,0,0,13,3,0,22,0,0,0,0,0,0,0,125,1,0,5,4,40,5
36089,3618817,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
36089,3620049,22,0,0,0,0,0,12,9,0,0,0,0,1,0,0,0,0,0,0,0,0,4
36089,3623635,62,0,0,0,0,0,0,17,0,5,1,0,0,0,8,0,3,0,5,1,22,3
36089,3629597,1497,0,0,4,67,164,8,342,45,4,16,6,32,35,35,290,234,0,149,28,38,36
36089,3631346,129,0,0,0,9,0,81,0,0,0,1,0,14,0,0,0,0,0,4,3,17,5
36089,3631830,192,0,0,0,0,5,0,4,0,19,8,0,0,0,0,82,0,0,0,0,74,4
36089,3632006,52,0,0,0,4,0,0,12,0,0,23,0,12,0,0,0,0,0,0,1,0,5
36089,3634165,45,0,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,6,20,6
36089,3634264,443,0,0,0,1,55,0,7,0,6,4,0,0,0,0,14,2,0,9,25,320,13
36089,3644479,51,0,0,0,8,0,8,6,0,0,0,0,0,0,0,0,0,0,26,3,0,6
36089,3646019,3675,0,0,321,32,72,72,564,20,79,161,28,51,1,101,483,925,0,486,142,137,81
36089,3648571,197,0,0,0,0,0,0,14,0,3,0,0,14,0,0,114,27,0,0,5,20,7
36089,3651319,307,0,0,0,0,22,0,11,0,4,0,2,0,0,0,214,0,0,13,4,37,13
36089,3654012,224,0,0,0,76,0,33,35,13,2,0,4,2,0,0,0,1,0,51,7,0,19
36089,3654485,3874,0,5,14,45,335,140,572,94,10,96,20,80,22,85,395,1340,47,298,160,116,88
36089,3656363,163,1,0,0,0,0,0,12,0,0,0,0,2,0,2,101,0,0,14,2,29,7
36089,3659564,5623,0,0,86,10,43,21,315,184,61,86,22,132,3,325,1679,1644,24,778,74,136,48
36089,3661159,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,3,2
36089,3661621,23,0,0,0,16,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,3
36089,3670849,152,0,0,0,0,0,0,22,0,0,2,0,1,0,0,100,0,0,5,1,21,7
36089,3677728,173,0,0,0,11,44,0,15,1,0,4,2,0,0,12,0,9,15,20,6,34,12
36089,3682612,40,0,0,0,3,0,0,11,0,0,6,0,0,0,0,0,4,0,0,8,8,5
36089,9999999,10304,602,161,5,1164,1481,64,1218,363,104,39,57,210,370,438,964,557,24,403,195,1885,419
36091,3604253,4016,0,0,0,175,85,62,497,8,20,37,18,92,6,52,549,347,5,358,173,1532,62
36091,3616298,67,0,0,0,1,0,13,2,4,2,0,31,2,0,6,0,3,3,0,0,0,6
36091,3616322,1150,0,0,2,66,1,233,576,0,3,1,80,80,0,59,0,25,0,13,11,0,18
36091,3618212,728,0,0,21,9,0,0,114,0,2,21,0,0,2,100,261,15,0,61,16,106,21
36091,3618542,4282,0,0,40,270,229,447,53,2,5,145,35,239,0,103,2283,263,6,154,8,0,20
36091,3628101,21,0,0,0,0,0,0,8,0,8,0,0,1,0,0,0,4,0,0,0,0,3
36091,3631258,44,2,0,0,10,0,15,0,0,0,1,0,8,0,0,0,0,0,2,6,0,7
36091,3646360,1677,0,0,0,114,67,486,189,70,0,31,8,12,0,21,372,57,0,152,43,55,39
36091,3647548,376,0,0,0,28,2,29,17,4,2,21,5,18,0,48,11,49,0,38,31,73,23
36091,3651467,219,0,0,0,20,0,2,63,1,0,0,3,80,0,6,0,8,2,25,9,0,9
36091,3663957,154,0,0,0,29,5,0,6,0,18,0,0,5,2,0,0,1,0,65,4,19,9
36091,3665255,24853,34,98,107,476,1284,539,1660,787,345,1621,400,1661,349,662,4018,4688,780,3589,949,806,280
36091,3665750,617,0,0,0,18,11,0,58,0,10,15,0,25,6,11,320,22,0,63,20,38,21
36091,3669078,1573,0,0,21,112,291,18,310,144,2,95,37,32,0,46,111,45,33,141,37,98,27
36091,3671322,126,0,0,0,4,0,0,22,0,9,0,0,1,0,29,0,6,0,3,37,15,12
36091,3677431,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
36091,3678520,269,0,0,5,1,4,0,8,0,8,0,2,5,0,7,48,33,0,44,12,92,15
36091,9999999,51329,495,51,97,3802,5935,2988,6897,2710,488,1248,795,4424,1170,2185,2859,6525,1363,4770,1716,811,1070
36093,3620082,232,0,0,0,0,36,0,5,0,0,0,0,1,0,0,186,4,0,0,0,0,6
36093,3620989,42,0,0,0,5,0,0,0,31,0,0,0,0,0,6,0,0,0,0,0,0,3
36093,3620995,74,0,0,0,0,0,0,19,5,0,14,0,3,0,3,0,12,0,15,3,0,9
36093,3622084,5142,3,0,0,254,150,59,1765,131,8,90,24,303,258,238,131,679,23,547,336,143,68
36093,3645573,595,0,0,0,2,0,0,542,0,1,0,0,0,0,49,0,0,0,1,0,0,10
36093,3651262,10597,0,6,0,109,479,37,1442,291,76,91,61,4485,33,430,589,1516,94,450,153,255,127
36093,3663924,7871,0,0,0,588,168,297,1280,1577,783,95,135,146,14,204,833,375,88,719,219,350,154
36093,3665508,27868,1,0,205,717,1915,439,1952,320,349,1291,330,1502,660,673,4193,6384,317,2747,730,3143,386
36093,3665893,1047,0,0,0,22,6,5,169,45,10,185,8,12,0,18,115,95,13,206,42,96,43
36093,9999999,5876,7,492,1,535,1679,74,609,365,50,18,106,267,1,281,476,236,118,363,115,83,179
36095,3613530,53,0,0,0,27,17,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,5
36095,3616628,2888,0,20,23,1,86,0,592,90,19,99,24,66,0,25,725,584,7,419,67,41,46
36095,3624713,23,0,1,0,0,5,0,9,0,4,0,0,0,0,0,0,2,0,0,2,0,5
36095,3638429,116,0,0,0,2,1,0,19,0,0,0,0,0,0,0,59,0,0,30,5,0,5
36095,3646866,466,0,0,0,20,0,1,84,53,41,1,2,12,0,0,162,28,0,38,5,19,16
36095,3651561,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36095,3661588,184,0,0,0,0,11,0,16,0,0,5,0,0,0,0,113,15,0,0,6,18,9
36095,3665585,1107,3,26,0,0,22,0,13,0,0,12,4,13,12,0,239,73,1,70,18,601,15
36095,3666663,753,2,0,0,0,57,9,36,484,3,3,0,0,0,3,108,19,0,7,0,22,8
36095,9999999,2095,173,6,128,306,111,97,237,205,1,59,11,65,17,45,110,95,66,80,70,213,195
36097,3611132,16,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2
36097,3648197,975,0,0,1,150,8,0,38,2,6,8,8,19,42,39,70,488,2,28,33,33,21
36097,3654452,210,0,0,0,0,0,0,22,0,3,0,0,0,0,5,147,6,0,6,2,19,10
36097,3678696,1813,0,0,0,9,178,0,372,64,16,22,0,19,0,0,196,158,1,390,34,354,43
36097,9999999,1966,221,40,1,107,669,42,160,29,8,2,14,36,2,34,101,10,71,189,105,125,154
36099,3637528,372,0,0,0,19,35,0,14,0,2,0,2,0,0,7,279,14,0,0,0,0,7
36099,3643214,36,0,0,0,9,4,0,0,0,2,0,0,0,0,0,0,0,0,3,0,18,5
36099,3655816,203,0,0,0,10,0,0,68,0,12,5,0,7,0,0,4,15,0,42,19,21,6
36099,3663429,143,0,0,0,2,0,0,6,0,0,0,0,0,0,0,111,0,0,0,11,13,4
36099,3666322,2292,6,0,0,26,770,61,85,10,14,61,18,31,0,4,0,167,33,850,67,89,47
36099,3678553,2137,0,0,0,21,97,31,422,55,15,13,0,8,0,4,327,333,2,136,51,622,39
36099,9999999,5962,151,7,150,219,1084,268,1345,403,1,36,54,83,13,175,232,258,74,417,112,880,216
36101,3600276,546,0,0,0,28,9,20,42,10,12,20,3,0,0,0,339,21,0,8,8,26,15
36101,3602583,404,0,0,0,0,165,6,11,0,0,0,0,0,0,0,148,0,0,34,10,30,12
36101,3603331,224,0,0,0,0,0,17,16,2,0,0,0,20,0,0,107,6,0,0,9,47,11
36101,3604759,1972,7,0,24,29,87,52,278,2,18,49,27,92,15,7,454,478,2,240,42,69,43
36101,3611935,427,0,0,0,2,231,0,48,0,0,0,0,0,0,0,119,0,0,10,1,16,11
36101,3612254,430,0,0,0,0,2,0,67,34,5,7,9,14,0,0,193,8,0,10,30,51,15
36101,3616727,134,3,0,0,6,0,17,14,17,7,0,2,0,0,0,19,14,0,24,3,8,12
36101,3618036,97,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,74,0,0,6,0,3
36101,3618256,9307,0,0,75,105,459,51,469,69,54,422,60,1607,1523,338,539,2001,293,701,371,170,116
36101,3628145,3316,0,0,0,43,1095,23,420,26,0,8,7,862,26,110,60,297,44,290,5,0,24
36101,3631852,409,0,0,12,0,0,0,28,0,6,14,0,10,55,9,167,6,0,44,4,54,16
36101,3635672,3728,1,0,0,19,825,51,603,5,29,120,38,69,0,163,223,754,99,438,128,163,80
36101,3653055,285,0,0,0,7,7,0,2,38,0,4,0,6,0,0,48,157,0,1,3,12,8
36101,3656088,1322,0,15,0,2,338,3,14,0,0,19,0,28,0,16,659,21,0,99,37,71,16
36101,3659708,254,0,0,0,0,0,0,26,12,116,0,1,0,0,5,94,0,0,0,0,0,8
36101,3662061,1726,0,0,0,13,109,0,101,0,0,1,4,1328,0,52,0,3,0,89,20,6,11
36101,3665354,117,0,3,0,0,0,0,15,0,0,0,0,0,0,0,74,3,0,13,9,0,6
36101,3668847,282,0,0,0,3,0,7,56,0,0,2,9,27,0,0,106,1,0,5,30,36,9
36101,3678850,251,9,0,0,13,0,8,98,0,3,5,0,7,0,0,0,29,0,17,27,35,15
36101,9999999,9949,467,52,72,337,1184,312,922,759,107,101,57,158,120,331,1448,2218,108,322,300,574,433
36103,3601594,868,20,0,0,65,1,44,86,0,16,2,9,14,2,86,60,32,94,203,108,26,30
36103,3602044,8068,1,0,1,534,468,392,557,124,21,132,44,216,27,1030,737,2948,88,312,308,128,86
36103,3602374,543,44,0,0,41,85,9,38,3,0,43,1,35,0,51,4,56,0,104,29,0,19
36103,3602737,87,0,0,0,58,0,1,0,0,0,0,0,1,0,0,0,6,0,0,1,20,3
36103,3603408,4817,4,0,0,261,29,32,242,15,50,168,52,476,4,1038,496,511,158,803,345,133,104
36103,3604055,611,198,0,0,32,81,10,5,21,2,1,0,15,21,98,0,10,6,97,14,0,13
36103,3604913,2446,64,0,0,226,433,252,125,23,2,36,18,182,14,168,470,137,53,139,104,0,66
36103,3604935,17510,2,0,0,633,424,180,2772,928,60,198,162,597,2,724,1048,5029,81,2103,850,1717,225
36103,3605039,3285,0,0,0,647,373,233,95,400,1,2,71,194,0,594,303,211,20,23,118,0,56
36103,3605672,421,0,0,0,33,0,0,0,0,0,0,4,94,0,231,0,31,0,0,2,26,9
36103,3605771,530,0,0,0,20,4,0,49,124,49,12,6,9,0,20,0,28,82,67,17,43,22
36103,3607069,1152,0,0,0,91,48,9,163,4,22,18,13,15,0,28,39,346,20,228,108,0,40
36103,3607157,19277,12,0,0,2735,4977,2017,1347,402,322,391,214,1152,91,1586,1738,1296,34,469,494,0,81
36103,3608026,20036,8,0,486,546,2129,1269,914,951,585,3276,120,1005,441,2009,2504,1962,114,1029,559,129,269
36103,3608136,2102,52,9,13,337,46,29,280,12,27,24,59,133,0,301,172,39,67,367,116,19,50
36103,3608323,799,0,0,96,78,14,14,71,0,56,7,2,89,0,26,4,122,0,159,44,17,44
36103,3609000,1251,10,0,0,117,85,53,26,20,18,10,31,77,0,227,0,497,0,56,21,3,33
36103,3611781,4847,57,0,0,678,647,125,1766,177,0,70,59,285,207,163,0,143,102,281,87,0,44
36103,3613376,6917,0,0,0,587,39,61,1114,67,356,118,21,160,11,147,1856,1022,126,871,294,67,158
36103,3613420,3351,387,0,0,360,74,25,216,477,63,18,14,125,24,271,424,208,9,463,164,29,80
36103,3613442,742,0,0,0,59,20,11,141,0,4,17,4,87,4,12,81,9,107,74,84,28,48
36103,3613552,6526,0,0,1,307,590,784,687,363,57,140,30,299,117,352,859,723,28,448,430,311,165
36103,3616958,1052,0,0,0,88,14,19,34,3,43,42,19,29,0,12,524,29,25,125,46,0,23
36103,3617530,16752,2,2,0,639,1136,780,3582,356,29,423,791,769,60,1604,1361,2292,168,1891,802,65,274
36103,3618146,6161,0,0,0,632,593,342,1184,1476,40,30,41,114,0,177,718,207,9,286,260,52,179
36103,3618157,8138,0,0,1,302,238,135,705,589,106,71,74,279,0,218,540,2651,125,546,285,1273,196
36103,3619466,1214,171,2,0,169,146,73,94,3,21,4,8,48,1,245,35,20,44,33,81,16,47
36103,3619972,15255,3,0,0,1886,2593,1155,3013,624,93,167,122,421,34,1161,1406,772,124,889,756,36,237
36103,3620379,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
36103,3620687,7703,5,0,0,436,14,251,525,209,219,70,39,277,307,367,3158,1007,27,505,228,59,179
36103,3621985,27963,1,0,0,3040,4542,3498,3591,1928,258,281,450,1035,1076,2033,1939,1645,512,1398,736,0,93
36103,3622183,2549,3,0,0,98,17,10,410,8,75,104,78,126,0,215,194,84,118,330,149,530,50
36103,3622200,1687,32,0,2,342,9,40,143,17,0,17,36,75,26,370,306,74,12,111,75,0,57
36103,3622315,3352,0,0,0,226,28,28,845,25,84,68,26,180,0,305,47,730,84,477,182,17,103
36103,3622447,97,31,0,0,0,0,1,0,7,0,0,6,0,0,32,0,2,0,12,1,5,8
36103,3622546,2026,0,0,0,410,457,89,76,3,2,23,36,59,1,160,182,383,38,38,66,3,52
36103,3622612,3730,1,0,0,183,65,46,481,244,44,88,107,356,0,353,394,446,103,498,270,51,144
36103,3622733,6246,25,0,0,318,52,80,831,3,2,30,116,98,1,134,1524,2626,38,240,80,48,146
36103,3622810,539,49,0,0,74,18,6,68,2,0,11,6,7,0,5,0,130,7,130,24,2,23
36103,3622832,989,4,18,0,116,3,19,90,4,1,31,22,38,2,115,104,325,3,69,25,0,51
36103,3622964,4108,0,0,1,224,232,286,591,77,18,63,65,230,4,268,90,1320,134,277,228,0,66
36103,3622980,1136,0,0,23,111,5,11,28,269,67,15,1,36,0,42,215,111,5,92,28,77,42
36103,3623316,51,0,0,1,4,0,6,0,0,1,0,0,7,0,0,1,1,0,25,2,3,6
36103,3624405,4875,102,0,0,256,52,153,1328,53,162,87,23,145,1,139,609,389,88,935,353,0,85
36103,3625417,2826,0,0,0,165,38,22,436,702,5,136,24,268,0,89,2,304,68,384,130,53,96
36103,3625839,297,0,0,0,37,0,3,32,15,0,46,6,65,0,27,0,2,14,37,10,3,29
36103,3625923,384,12,0,0,57,0,6,16,0,3,9,7,32,0,43,1,7,38,2,20,131,15
36103,3626121,262,0,0,0,101,0,0,29,8,4,12,0,14,0,67,0,27,0,0,0,0,23
36103,3626946,3385,0,0,167,146,4,77,58,19,6,18,19,118,2,53,84,2129,221,195,69,0,64
36103,3628990,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10,0,2
36103,3629509,245,0,0,0,14,0,7,12,4,0,6,17,20,0,7,14,31,16,20,37,40,11
36103,3630235,1188,0,0,0,61,0,0,18,0,1,5,3,288,97,288,0,0,16,399,12,0,13
36103,3630543,2393,5,0,16,88,4,7,118,6,64,31,26,154,0,153,849,512,6,198,127,29,94
36103,3630576,1287,1,0,0,56,92,2,112,95,20,20,9,43,4,55,0,359,15,368,36,0,35
36103,3630581,719,1,0,0,28,49,9,57,59,0,3,7,3,0,3,128,300,50,5,17,0,22
36103,3631445,986,0,0,0,104,2,80,198,0,1,18,38,53,0,89,11,64,12,226,76,14,26
36103,3631896,3535,9,0,7,583,30,26,492,85,94,51,25,78,0,336,371,373,150,463,337,25,145
36103,3632732,43196,2,0,2,2109,11647,4073,839,430,170,1231,1179,2079,189,2046,1156,2424,273,1000,228,12119,159
36103,3632963,1729,79,0,0,86,1,4,8,0,3,123,16,5,28,30,76,1237,27,0,6,0,19
36103,3635056,8828,0,0,7,1016,492,368,1256,457,23,252,45,422,11,534,2203,676,141,599,249,77,132
36103,3635254,10023,21,0,71,1566,626,868,246,734,161,84,63,171,2,343,104,462,13,474,172,3842,119
36103,3636233,12988,0,0,73,279,789,201,897,62,202,370,115,722,37,670,1268,3472,342,1652,903,934,168
36103,3637022,134,0,0,0,3,0,1,9,0,5,1,0,17,2,1,2,10,69,0,14,0,12
36103,3637044,8110,1,0,19,970,401,501,2578,709,90,100,251,350,43,488,59,590,42,468,432,18,219
36103,3637840,9989,0,0,0,342,727,546,622,87,437,413,129,1477,22,546,663,1976,265,1363,282,92,40
36103,3637869,5616,0,0,0,721,205,86,299,73,86,32,120,267,1,125,786,608,88,787,279,1053,129
36103,3638022,1840,0,0,0,143,0,57,102,10,5,29,27,57,0,17,873,78,0,22,121,299,47
36103,3638253,543,224,0,0,31,5,0,39,0,3,9,6,21,0,17,0,38,13,113,24,0,19
36103,3639672,5098,3,0,0,253,45,258,332,291,3,62,29,89,19,227,532,2391,125,295,144,0,115
36103,3640530,7710,0,0,0,82,0,93,6202,4,8,66,30,62,10,81,5,242,215,335,275,0,71
36103,3640838,4240,0,0,0,391,10,56,627,521,2,82,38,395,10,161,120,636,58,766,367,0,137
36103,3641465,407,71,0,0,48,23,36,23,0,0,1,1,36,0,66,0,37,25,25,15,0,14
36103,3642554,5917,0,0,0,633,501,194,411,192,60,72,28,191,0,489,1271,414,33,844,423,161,222
36103,3643005,422,11,0,0,19,1,31,4,0,2,6,19,83,0,2,28,10,7,119,45,35,18
36103,3645139,2294,20,7,3,200,56,114,175,74,31,14,8,77,96,88,627,441,30,156,62,15,78
