cty,stplc,C000,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,n_blocks
36029,3634528,790,0,0,0,11,0,0,227,1,2,46,0,7,0,38,3,151,15,205,80,4,24
36029,3635111,549,0,0,0,61,60,3,22,77,0,7,0,0,0,5,214,12,0,47,10,31,11
36029,3639232,2742,4,0,0,90,78,43,349,52,36,63,71,62,7,569,100,533,21,302,230,132,93
36029,3640189,5487,0,0,0,248,691,161,399,320,0,32,20,105,14,132,784,1475,4,479,194,429,121
36029,3640486,182,0,0,0,8,0,0,20,0,0,4,0,27,13,22,0,42,0,45,1,0,17
36029,3641135,4113,0,0,142,379,807,273,173,322,67,135,10,93,3,112,540,213,26,322,137,359,77
36029,3651583,691,0,0,0,50,4,0,125,7,0,8,2,21,0,75,0,1,0,386,12,0,13
36029,3651792,582,0,0,0,40,228,0,56,37,1,8,0,3,2,43,51,29,0,31,2,51,11
36029,3655266,1712,0,0,0,25,190,72,122,8,88,61,106,64,2,29,165,154,103,168,44,311,28
36029,3667686,471,0,0,0,53,11,9,68,1,0,0,0,3,0,143,105,10,0,22,25,21,20
36029,3670442,2849,0,0,0,70,210,27,799,53,8,35,2,151,0,13,310,650,21,277,105,118,26
36029,3674166,6087,0,5,0,858,1075,257,696,551,81,254,83,203,4,253,372,204,99,674,208,210,112
36029,3675021,28018,0,8,154,1961,5959,1313,1964,3402,55,651,315,542,378,1937,2200,3182,172,1732,1065,1028,388
36029,3675121,355,0,0,0,21,0,28,12,15,0,5,0,14,1,179,45,14,0,0,21,0,20
36029,3676280,10642,0,0,0,0,72,0,12,0,0,3,0,63,1,7,8942,37,0,1380,125,0,11
36029,3678124,687,0,0,0,5,4,10,47,2,0,3,1,37,0,18,358,81,64,54,3,0,24
36029,3680907,18544,36,2,37,1182,1911,334,2355,509,360,552,399,418,64,1372,2672,3114,159,1535,1171,362,218
36029,3682084,4040,0,0,1,80,24,31,192,51,62,142,156,239,2,231,170,595,74,725,334,931,49
36029,9999999,161835,799,135,170,5941,14200,7525,21386,5809,1574,12504,2083,8472,5593,9189,12013,29161,2571,13004,6437,3269,2097
36031,3623822,1452,0,0,0,2,3,0,124,0,48,7,0,16,54,2,127,387,0,24,40,618,10
36031,3639089,208,1,0,0,41,8,29,22,28,4,0,0,13,0,20,0,1,0,17,24,0,12
36031,3640761,1711,0,0,0,63,5,14,221,0,23,16,43,36,0,6,0,60,21,1046,81,76,40
36031,3647702,104,0,0,0,0,22,38,0,0,0,0,0,0,0,0,25,12,0,7,0,0,5
36031,3659333,814,0,0,0,0,0,0,50,0,0,5,0,2,54,0,0,650,0,5,6,42,10
36031,3665233,628,0,0,0,0,0,12,105,2,0,11,31,18,0,0,249,12,6,133,23,26,15
36031,3665640,372,0,0,0,4,7,0,81,0,0,0,12,0,0,9,94,7,7,98,5,48,11
36031,3673880,857,0,0,0,33,0,3,243,6,8,11,5,9,6,38,79,247,6,121,42,0,29
36031,3680764,197,25,0,0,6,0,0,1,0,46,8,4,3,0,0,10,29,11,18,12,24,13
36031,3682260,273,0,0,0,1,28,9,26,11,5,26,3,0,0,0,62,82,1,15,4,0,8
36031,3682282,24,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,4
36031,3682304,214,0,0,0,33,14,0,9,0,0,0,0,2,0,12,42,2,2,66,8,24,11
36031,9999999,7703,89,65,25,854,906,54,450,66,58,139,63,152,0,149,1065,348,1463,727,214,816,279
36033,3600457,3022,20,0,2,35,118,13,71,14,6,5,12,4,0,69,75,6,594,37,84,1857,16
36033,3610286,54,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,8,0,19,9,0,6
36033,3611154,29,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,17,1,0,2,0,3
36033,3613981,410,0,0,0,0,113,0,21,4,1,5,1,3,0,0,228,16,0,13,4,1,8
36033,3626726,483,6,0,0,11,0,0,17,0,0,0,0,1,0,0,425,10,0,0,13,0,9
36033,3644710,4134,0,0,8,28,66,1,469,83,95,58,17,91,20,142,472,1660,21,180,60,663,52
36033,3656770,282,0,0,0,0,0,0,0,0,0,0,0,0,0,1,281,0,0,0,0,0,1
36033,3664716,40,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,5,0,5,17,0,6
36033,3665233,1518,9,0,9,46,7,3,220,0,58,32,25,70,0,4,276,316,24,243,55,121,41
36033,3675671,1679,35,0,0,68,27,25,155,21,18,34,4,19,0,0,75,993,14,131,37,23,39
36033,9999999,5364,259,0,1,355,91,68,543,114,6,42,61,215,1,57,547,1366,118,460,139,921,202
36035,3608422,425,0,0,0,2,24,0,29,63,0,12,0,0,0,0,245,5,0,16,11,18,12
36035,3612584,13,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,3
36035,3620731,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
36035,3629443,4041,0,0,110,72,586,133,384,63,98,64,42,125,15,127,634,840,73,121,396,158,96
36035,3638781,6377,0,0,0,56,866,104,768,1551,22,58,13,50,259,172,290,776,5,512,135,740,81
36035,3646206,321,0,0,0,0,1,14,17,0,0,0,0,9,0,0,203,19,0,25,2,31,6
36035,3653770,385,0,0,0,6,0,0,98,0,2,29,9,8,0,15,115,14,2,30,13,44,14
36035,9999999,4668,18,17,2,432,142,111,1000,208,23,68,58,78,17,141,772,679,82,363,133,324,226
36037,3601154,282,0,0,0,2,0,0,27,0,0,0,0,1,0,2,233,9,0,1,2,5,7
36037,3603001,46,0,0,0,0,0,0,28,0,0,0,0,16,0,0,0,0,0,2,0,0,4
36037,3604715,8665,1,0,4,155,1108,325,612,77,93,274,62,122,21,53,855,2429,348,752,425,949,110
36037,3606046,250,1,0,0,3,56,0,46,5,0,0,2,4,0,24,0,7,0,39,12,51,14
36037,3618201,222,0,0,0,0,0,0,35,1,6,0,0,4,0,0,106,7,0,18,12,33,7
36037,3623745,219,23,0,0,0,10,0,19,0,0,0,0,0,0,2,139,0,0,26,0,0,7
36037,3642026,1756,0,0,0,19,242,293,184,0,7,27,6,17,0,138,243,244,8,185,83,60,32
36037,3654155,165,8,0,0,2,34,0,41,0,0,3,0,13,0,0,0,5,0,39,5,15,9
36037,3656781,368,0,0,0,2,62,5,10,0,5,0,0,0,0,5,223,0,0,47,2,7,8
36037,9999999,11066,736,80,93,648,1957,548,1449,367,18,65,96,198,458,416,1530,441,389,718,312,547,342
36039,3602902,208,0,0,0,13,0,0,21,0,0,4,3,28,0,31,23,1,4,39,11,30,20
36039,3611638,748,0,0,0,10,16,37,145,0,0,13,24,37,1,31,176,15,0,116,28,99,16
36039,3613002,2845,0,0,13,32,63,29,718,16,16,77,22,54,80,39,272,174,28,320,61,831,49
36039,3613299,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1
36039,3618718,679,0,0,0,11,0,0,65,95,12,61,17,9,0,2,248,12,0,23,31,93,20
36039,3621919,102,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,92,0,0,6
36039,3630609,702,0,0,0,6,2,7,221,0,0,34,3,6,0,0,294,39,6,80,4,0,8
36039,3631357,46,0,0,0,3,0,0,11,0,0,0,7,0,0,2,0,0,0,9,14,0,5
36039,3636167,509,0,0,0,7,1,0,28,0,3,1,0,5,0,0,51,0,215,170,28,0,9
36039,3638451,666,0,0,0,4,0,0,110,0,106,20,7,21,0,0,0,374,9,0,15,0,10
36039,3641784,142,0,0,0,8,4,0,0,0,0,1,0,0,0,2,29,0,0,94,4,0,8
36039,3649924,8,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,3
36039,3656132,46,0,0,0,7,0,19,7,0,0,0,0,5,0,1,3,0,2,0,2,0,6
36039,3659740,76,0,0,0,5,0,11,42,0,0,4,0,0,0,0,0,0,1,13,0,0,6
36039,3663968,81,0,0,1,11,5,0,0,0,0,0,0,3,0,0,0,0,0,61,0,0,6
36039,3667640,143,0,0,0,3,0,107,0,4,0,0,5,0,0,0,0,1,2,1,20,0,7
36039,3668737,101,6,0,0,1,0,0,5,2,16,0,0,0,0,52,0,19,0,0,0,0,5
36039,3673143,339,0,0,0,2,0,0,63,18,6,4,0,1,0,0,63,9,0,98,23,52,14
36039,3680324,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36039,3682469,367,0,0,0,12,0,0,71,25,6,12,2,5,1,0,64,7,0,72,17,73,9
36039,9999999,6248,58,0,61,396,727,516,471,207,34,37,42,139,25,165,238,212,453,741,201,1525,299
36041,3643401,94,2,0,0,11,0,0,24,6,4,1,0,0,0,0,0,0,0,46,0,0,8
36041,3670123,187,0,0,0,18,7,2,53,0,0,3,0,1,2,0,0,0,33,36,19,13,8
36041,3679048,85,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,67,0,0,2,0,4
36041,9999999,1154,12,0,3,81,9,3,110,28,0,61,16,9,0,21,181,26,68,184,11,331,67
36043,3620731,541,4,0,0,0,301,11,128,0,0,16,8,3,0,0,0,6,0,30,7,27,14
36043,3621380,24,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,4,7,0,0,3
36043,3622238,795,8,0,0,80,2,110,125,65,0,0,2,6,0,0,363,28,0,0,0,6,8
36043,3627188,665,0,0,0,2,206,22,30,55,11,9,29,40,0,0,140,38,0,20,25,38,19
36043,3634121,3716,0,0,38,18,16,1,710,18,11,56,16,75,59,97,395,933,11,466,111,685,70
36043,3637275,1914,0,0,0,0,302,9,147,94,2,63,16,18,4,14,611,246,0,177,111,100,32
36043,3642741,1937,0,0,0,31,404,145,173,26,37,22,25,69,1,43,162,377,35,200,80,107,42
36043,3647108,34,0,0,0,0,8,0,9,4,1,0,0,0,0,0,0,0,0,4,0,8,5
36043,3647823,458,0,0,0,7,20,29,29,1,0,0,14,3,84,11,0,115,10,32,29,74,22
36043,3650573,70,0,0,0,15,0,0,16,0,25,4,0,0,0,0,2,0,0,4,4,0,8
36043,3654639,599,0,0,2,9,8,0,103,0,13,4,1,1,0,0,120,6,38,194,8,92,25
36043,3658937,135,3,18,0,33,12,0,9,0,2,0,0,10,0,16,0,12,0,8,2,10,9
36043,3664848,11,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2
36043,3673495,114,0,0,0,8,0,0,50,13,0,0,4,2,0,0,0,0,1,31,5,0,6
36043,3681292,371,0,0,0,43,0,1,23,37,1,11,0,7,0,0,200,31,0,12,5,0,10
36043,9999999,4192,147,36,11,446,368,492,710,295,11,28,10,70,1,252,547,161,76,321,91,119,249
36045,3600199,326,0,0,0,11,3,0,20,79,7,16,0,14,1,9,3,28,0,88,22,25,16
36045,3600232,346,0,0,0,20,20,20,59,0,3,2,0,6,0,33,129,2,0,45,7,0,10
36045,3601187,818,0,0,0,14,7,0,87,21,4,12,17,12,0,0,166,232,13,191,17,25,12
36045,3602286,19,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,3,11,4
36045,3605683,34,3,0,0,0,0,0,13,0,1,0,0,0,0,17,0,0,0,0,0,0,3
36045,3606794,54,0,0,0,6,0,0,11,0,5,0,11,2,0,0,0,10,0,0,9,0,10
36045,3610231,182,0,0,0,0,51,0,9,0,0,8,1,21,0,0,42,5,3,10,14,18,14
36045,3611671,751,0,0,0,2,7,0,320,1,0,4,37,21,2,21,0,56,0,251,14,15,18
36045,3612353,337,0,0,0,0,6,0,14,10,3,2,4,0,0,7,17,22,0,12,9,231,18
36045,3612683,1288,0,0,3,9,57,84,68,4,12,59,13,20,0,26,50,695,0,82,51,55,33
36045,3614036,256,0,0,0,2,0,0,22,0,6,2,16,0,0,0,104,0,0,48,2,54,10
36045,3616089,1144,0,0,0,43,42,17,217,0,5,43,5,27,10,0,191,82,59,290,52,61,29
36045,3619994,18,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,8,3
36045,3620302,33,0,0,0,8,0,0,17,3,3,0,0,0,0,0,0,0,0,2,0,0,5
36045,3620500,216,0,0,0,6,0,3,32,62,0,3,3,0,0,1,41,23,0,19,9,14,8
36045,3624075,27,10,0,0,0,0,0,9,6,1,0,0,0,0,1,0,0,0,0,0,0,5
36045,3624823,93,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,31,0,7,1,43,7
36045,3625571,90,0,0,0,7,0,1,0,1,0,7,3,0,0,39,0,0,0,31,1,0,6
36045,3625934,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,2
36045,3626759,786,0,0,32,24,2,2,20,15,15,9,181,142,0,90,51,57,1,39,106,0,39
36045,3629322,25,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,11,3
36045,3630136,24,0,0,0,0,1,0,4,6,0,0,0,0,0,0,0,13,0,0,0,0,5
36045,3634044,16,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
36045,3640233,278,0,0,0,1,109,0,3,29,0,0,0,4,0,0,130,0,0,0,2,0,4
36045,3643533,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,2
36045,3645073,202,0,0,0,0,0,0,0,8,4,0,0,0,1,0,176,0,0,0,13,0,3
36045,3649605,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,5,0,0,3
36045,3655937,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
36045,3656212,224,0,0,0,1,8,31,19,61,0,0,0,0,0,1,0,0,0,48,55,0,6
36045,3657551,137,0,0,0,0,0,23,50,0,1,3,3,0,0,0,0,11,0,18,8,20,10
36045,3657782,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36045,3658739,12,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2
36045,3661016,38,0,0,0,21,0,0,9,0,0,0,0,1,0,0,0,0,5,2,0,0,6
36045,3663330,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
36045,3664408,385,0,0,0,100,0,1,0,0,2,3,9,21,0,2,117,1,8,111,10,0,13
36045,3673517,64,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,3,0,19,0,28,5
36045,3673726,25,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2
36045,3673737,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
36045,3678608,13732,0,19,113,309,651,527,1195,194,284,414,175,400,102,922,937,3878,51,1592,578,1391,173
36045,3679499,777,0,0,0,1,69,0,96,161,0,11,2,9,0,0,218,32,0,110,22,46,17
36045,9999999,11434,506,26,11,1013,716,328,2350,575,49,97,176,300,140,281,2237,709,100,795,347,678,427
36047,3651000,883243,284,12,3632,31287,17383,22656,73586,21344,15042,15798,20436,33221,4037,37810,101464,339388,11986,56040,29466,48371,7492
36049,3612881,13,0,0,0,3,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,2
36049,3618135,73,6,0,0,0,0,0,15,22,0,0,1,4,0,0,0,0,0,22,3,0,8
36049,3619070,145,0,0,0,2,86,0,13,3,0,2,0,0,0,3,3,0,0,21,12,0,8
36049,3643720,1992,6,0,1,27,710,35,164,23,23,24,14,98,0,6,286,150,26,180,97,122,39
36049,3644006,273,0,0,3,6,82,10,20,0,0,4,3,4,0,0,0,8,0,123,4,6,11
36049,3659454,13,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
36049,3675682,38,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,16,0,6,2
36049,9999999,3973,363,0,31,225,300,78,374,108,11,29,3,41,0,82,775,952,31,232,177,161,207
36051,3603353,1972,0,0,0,18,480,238,129,64,0,10,2,37,0,28,294,138,12,267,27,228,19
36051,3611704,595,0,0,0,45,84,12,84,0,6,12,0,8,0,0,185,40,5,64,13,37,14
36051,3617607,15,0,0,0,2,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,3
36051,3617622,201,3,0,0,50,0,15,11,8,0,0,0,1,1,18,0,0,22,55,7,10,17
36051,3619411,423,0,0,0,265,14,0,36,8,0,0,0,0,0,0,6,0,0,94,0,0,3
36051,3619510,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2
36051,3619587,137,0,0,0,26,0,0,0,52,0,0,0,0,0,0,44,0,0,15,0,0,5
36051,3619664,1953,2,0,0,2,87,34,331,4,10,48,7,46,0,18,318,696,0,203,91,56,41
36051,3621600,595,0,0,16,28,141,64,33,20,99,0,12,27,0,18,10,3,0,87,17,20,6
36051,3627133,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
36051,3628618,3867,3,0,0,6,0,10,436,3,17,76,14,43,0,33,1076,363,42,690,79,976,32
36051,3630807,266,0,0,0,0,0,0,8,0,0,0,2,40,0,0,213,1,0,2,0,0,3
36051,3633128,26,1,0,0,3,0,1,12,0,0,0,0,0,0,9,0,0,0,0,0,0,6
36051,3640175,38,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
36051,3641036,592,0,0,0,34,122,2,19,69,0,0,1,7,0,6,0,79,0,220,1,32,7
36051,3641872,115,0,0,0,5,3,0,12,0,0,0,0,2,1,0,0,55,0,0,2,35,9
36051,3642323,363,0,0,0,13,71,50,25,0,1,5,2,31,0,2,58,10,0,33,25,37,11
36051,3642609,95,68,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1
36051,3642950,464,0,0,17,3,2,2,71,29,0,15,0,8,0,13,183,14,0,70,37,0,13
36051,3642972,28,0,0,0,0,2,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0,3
36051,3648945,1056,0,0,0,11,0,56,34,0,8,18,1,27,120,12,312,293,13,71,20,60,24
36051,3654078,382,4,0,0,0,98,0,67,8,0,3,2,10,0,0,146,7,0,23,4,10,11
36051,3657804,134,0,0,0,6,102,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,2
36051,3661236,100,0,29,0,0,18,0,0,30,0,0,0,0,0,8,0,9,1,5,0,0,5
36051,3669364,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,3
36051,3670464,42,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,22,5
36051,3675726,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36051,3677783,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,17,0,0,2
36051,3678982,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
36051,3683063,13,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,1
36051,3684011,63,2,0,0,5,0,2,16,0,0,0,0,5,0,0,0,0,0,0,7,26,8
36051,9999999,5857,632,274,2,842,458,127,874,306,13,19,69,86,5,527,162,333,66,137,230,695,287
36053,3608147,153,0,0,0,0,0,1,89,0,0,0,0,1,0,0,30,11,2,12,6,1,5
36053,3612188,975,4,0,0,18,140,59,94,55,14,21,8,25,0,24,205,129,13,52,47,67,47
36053,3613145,1731,0,0,14,22,97,29,217,0,28,34,4,41,1,6,752,34,25,310,35,82,28
36053,3615561,971,0,0,0,35,267,0,221,0,15,44,10,19,3,5,56,141,1,97,18,39,26
36053,3620390,247,0,0,0,6,0,14,15,0,0,18,0,0,0,0,145,4,0,44,1,0,9
36053,3621523,42,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,7,1,2,4,18,4
36053,3631709,3797,0,0,0,9,25,0,88,0,12,27,38,19,13,13,2555,466,7,321,117,87,32
36053,3644424,173,1,0,0,0,1,0,0,0,0,0,0,3,0,0,123,7,0,13,0,25,4
36053,3648593,562,2,0,0,5,6,10,44,0,5,1,11,4,0,1,0,221,0,232,13,7,10
36053,3649220,6,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,3
36053,3654837,5471,123,0,0,52,625,45,1003,22,65,132,38,194,54,139,516,1474,140,359,127,363,90
36053,3678113,989,0,0,0,48,0,4,7,0,0,0,0,72,0,0,0,3,0,11,2,842,8
36053,9999999,6223,381,65,18,521,932,355,891,286,7,30,38,201,5,345,1054,280,81,386,217,130,367
36055,3608257,23709,5,0,0,582,597,1504,898,117,390,2449,899,1852,126,1453,2881,7167,232,1369,832,356,229
36055,3608466,3868,0,0,0,33,192,3,146,91,1,11,17,75,43,6,2163,348,14,460,104,161,42
36055,3615638,424,0,0,0,44,102,0,182,0,10,9,0,17,0,4,7,11,0,35,3,0,12
36055,3615946,727,0,0,0,39,5,31,53,3,19,11,15,6,14,69,0,305,10,92,10,45,17
36055,3622865,2925,0,0,0,492,290,99,574,28,44,45,63,184,0,158,298,122,14,296,109,109,44
36055,3625076,3113,0,0,0,109,199,53,136,15,59,63,27,240,4,132,1294,185,27,376,93,101,41
36055,3628453,2289,0,0,0,21,0,0,635,191,16,9,37,33,0,331,635,111,0,125,145,0,22
36055,3630279,5484,0,0,0,447,0,125,2238,19,71,86,37,129,0,80,374,427,114,1014,252,71,72
36055,3631786,533,18,0,0,72,5,15,183,0,0,8,22,1,0,8,1,53,0,83,10,54,19
36055,3634847,3106,5,0,0,57,13,23,140,2,0,18,5,15,0,54,1147,1163,24,216,89,135,32
36055,3635364,1838,0,0,0,30,545,52,270,0,7,17,15,35,0,149,385,35,0,148,23,127,15
36055,3637737,12549,3,0,7,453,149,289,2679,250,134,245,268,511,17,469,2062,2372,181,1610,512,338,252
36055,3649715,882,0,0,0,0,0,0,5,0,0,0,0,0,0,0,669,0,51,157,0,0,1
36055,3652040,1781,0,0,0,45,201,148,285,41,0,33,34,162,0,245,21,72,27,349,118,0,46
36055,3658354,2091,0,0,0,0,94,45,121,3,1,185,48,207,2,28,259,158,5,412,196,327,22
36055,3663000,150003,0,6,626,5882,14875,3564,5492,4203,2250,5096,1899,10086,1745,8757,22250,41437,2289,7351,3836,8359,1289
36055,3663014,7617,0,0,0,0,0,0,18,0,16,3,49,8,0,10,7385,22,3,81,21,1,10
36055,3664606,1591,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1454,0,0,131,1,0,1
36055,3665959,538,0,0,0,13,343,2,8,0,4,8,0,7,0,24,0,4,7,39,12,67,14
36055,3670189,2059,0,0,0,344,19,4,208,0,9,47,16,40,1,23,830,48,4,369,70,27,28
36055,3678960,4022,0,0,0,108,1440,39,188,19,11,22,123,98,0,488,693,314,0,349,104,26,33
36055,9999999,159830,369,186,402,7197,17730,7388,22935,7334,2848,4790,2895,11293,8136,8902,13705,18558,3378,13691,5317,2776,1941
36057,3601737,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1
36057,3602066,5764,0,23,0,130,821,51,333,185,12,64,81,80,71,43,890,2221,7,314,175,263,131
36057,3612111,726,0,0,4,22,105,0,33,15,14,116,2,10,0,0,198,87,7,31,25,57,20
36057,3626462,1403,0,0,0,5,677,0,42,57,7,4,0,2,38,5,0,11,0,24,3,528,13
36057,3626880,33,0,0,0,0,0,0,11,0,0,0,0,1,0,19,0,0,2,0,0,0,4
36057,3626924,464,0,0,0,11,21,0,67,35,3,37,0,0,0,6,159,11,0,27,20,67,19
36057,3627859,299,0,0,0,41,34,47,43,37,0,0,0,0,0,0,0,5,0,29,0,63,11
36057,3631291,305,0,0,0,2,0,5,10,0,0,0,0,0,0,0,0,208,0,12,55,13,9
36057,3649748,106,0,0,0,0,1,0,76,3,0,0,0,10,0,10,0,0,0,1,5,0,9
36057,3656110,229,0,0,0,3,0,0,45,0,0,4,0,7,0,0,0,65,0,58,11,36,5
36057,3664639,442,0,0,0,4,0,0,64,0,4,11,4,0,0,0,109,191,0,2,1,52,14
36057,3675341,32,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,13,5
36057,9999999,8476,230,45,2,388,1063,342,1583,2611,82,51,51,110,3,134,256,828,29,405,152,111,184
36059,3601011,1386,0,0,0,203,63,95,210,5,43,12,27,113,0,31,164,152,4,164,100,0,56
36059,3602968,358,0,0,0,45,7,7,11,8,0,0,5,12,0,24,0,26,72,89,18,34,29
36059,3604143,5348,0,0,0,288,81,152,804,70,106,159,77,196,58,335,1241,748,46,698,229,60,200
36059,3604550,2085,2,0,61,425,84,87,207,20,4,4,12,33,0,260,122,33,11,487,233,0,36
36059,3604803,438,0,0,19,19,0,4,39,26,3,38,16,39,0,23,0,38,0,138,31,5,9
36059,3604891,37,0,0,0,12,0,5,1,2,2,0,3,4,0,4,1,1,0,0,2,0,9
36059,3605034,926,9,0,0,109,7,15,49,168,15,11,17,47,0,83,113,59,21,132,42,29,50
36059,3605639,529,0,0,0,96,7,22,34,20,0,17,8,40,0,50,15,95,4,16,87,18,10
36059,3605661,97,0,0,0,12,0,11,4,10,0,0,0,40,0,12,0,4,1,1,2,0,13
36059,3605738,5226,1,0,152,479,67,103,635,42,55,118,59,365,4,445,914,523,112,702,444,6,156
36059,3606387,14185,2,0,162,845,489,674,574,2822,1879,340,202,489,319,2168,548,1085,50,381,598,558,139
36059,3610132,540,48,0,0,0,0,9,15,1,6,13,17,86,0,12,89,56,0,85,103,0,16
36059,3612419,5286,0,0,13,279,200,169,1067,112,29,22,37,447,0,312,1250,170,105,877,197,0,52
36059,3613233,3854,0,0,9,132,35,91,619,64,27,164,100,306,36,155,666,651,16,420,318,45,68
36059,3613618,66,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,50,0,0,13,3
36059,3618597,59,0,0,0,1,0,0,0,0,0,0,0,10,0,1,0,0,16,0,29,2,4
36059,3621578,220,0,0,0,15,3,1,2,0,0,4,1,34,2,2,3,35,28,88,2,0,18
36059,3622260,2189,0,0,0,10,10,218,171,19,4,38,22,125,4,71,690,247,28,51,407,74,88
36059,3622480,4277,0,2,10,236,3,86,1270,174,1,143,46,158,1,110,458,536,51,644,348,0,149
36059,3622502,11748,1,0,0,443,47,205,1401,46,169,410,113,493,0,447,1524,4581,176,1246,419,27,249
36059,3622623,639,0,0,0,76,18,8,64,7,0,20,8,60,1,4,101,46,48,143,35,0,17
36059,3622876,1976,0,0,0,167,65,51,106,129,0,72,32,116,0,106,411,316,32,182,116,75,75
36059,3623217,343,0,0,0,4,0,6,0,2,3,0,0,23,1,14,199,11,39,0,17,24,22
36059,3624273,6915,0,0,0,355,43,75,1073,176,218,129,26,151,52,166,1748,391,829,1210,273,0,171
36059,3625384,5966,0,0,0,202,39,39,1903,29,29,153,31,317,2,105,1277,379,31,974,365,91,72
36059,3626264,8012,3,0,47,406,131,57,1433,56,170,98,415,496,18,639,512,1256,1262,515,327,171,118
36059,3626352,4934,0,0,0,30,0,18,205,89,3,107,22,40,0,31,52,3904,122,208,92,11,46
36059,3627309,5261,0,0,0,546,62,194,638,344,74,184,37,420,1,359,544,616,62,804,334,42,233
36059,3627485,13637,2,0,2,1303,1197,470,2405,927,189,383,188,343,37,712,1478,1652,120,900,748,581,269
36059,3628178,32702,0,0,11,451,171,519,702,525,109,1707,498,2328,615,965,7657,2004,377,1545,549,11969,236
36059,3628189,4895,1,0,0,1179,429,251,539,125,77,135,41,456,4,111,199,356,83,512,356,41,86
36059,3628200,935,0,0,0,103,153,8,110,5,0,26,0,122,6,24,7,20,52,202,97,0,34
36059,3629113,9076,0,0,0,700,168,197,1143,67,77,142,163,262,18,267,1327,2588,189,759,630,379,173
36059,3629245,1153,0,0,0,131,44,15,231,6,39,47,3,59,0,174,30,70,83,143,78,0,45
