block,place_fips
360010011001095,3601000
360010011001096,3601000
360010011001097,3601000
360010011001098,3601000
360010011001099,3601000
360010011001100,3601000
360010011001101,3601000
360010011001102,3601000
360010011001103,3601000
360010011001104,3601000
360010011001105,3601000
360010011001106,3601000
360010011001107,3601000
360010011001108,3601000
360010011001109,3601000
360010011001110,3601000
360010011001111,3601000
360010011001112,3601000
360010011001113,3601000
360010011001114,3601000
360010011001115,3601000
360010011001116,3601000
360010011001117,3601000
360010011001118,3601000
360010011001119,3601000
360010011001120,3601000
360010011001121,3601000
360010014001000,3601000
360010014001001,3601000
360010014001002,3601000
360010014001003,3601000
360010014001004,3601000
360010014001005,3601000
360010014002000,3601000
360010014002001,3601000
360010014002002,3601000
360010014002003,3601000
360010014002004,3601000
360010014003000,3601000
360010014003001,3601000
360010014003002,3601000
360010014003003,3601000
360010014003004,3601000
360010014003005,3601000
360010014003006,3601000
360010014003007,3601000
360010014003008,3601000
360010014003009,3601000
360010014004000,3601000
360010014004001,3601000
360010014004002,3601000
360010014004003,3601000
360010014004004,3601000
360010015001000,3601000
360010015001001,3601000
360010015001002,3601000
360010015001003,3601000
360010015001004,3601000
360010015001005,3601000
360010015001006,3601000
360010015001007,3601000
360010015001008,3601000
360010015002000,3601000
360010015002001,3601000
360010015002002,3601000
360010015002003,3601000
360010015002004,3601000
360010015002005,3601000
360010015003000,3601000
360010015003001,3601000
360010015003002,3601000
360010015003003,3601000
360010015003004,3601000
360010015003005,3601000
360010015004000,3601000
360010015004001,3601000
360010015004002,3601000
360010015004003,3601000
360010015004004,3601000
360010015004005,3601000
360010015004006,3601000
360010015004007,3601000
360010015004008,3601000
360010016001000,3601000
360010016001001,3601000
360010016001002,3601000
360010016001003,3601000
360010016001004,3601000
360010016001005,3601000
360010016001006,3601000
360010016001007,3601000
360010016001008,3601000
360010016001009,3601000
360010016002000,3601000
360010016002001,3601000
360010016002002,3601000
360010016002003,3601000
360010016002004,3601000
360010016002005,3601000
360010016002006,3601000
360010016002007,3601000
360010016003000,3601000
360010016003001,3601000
360010016003002,3601000
360010016003003,3601000
360010016003004,3601000
360010016003005,3601000
360010016004000,3601000
360010016004001,3601000
360010016004002,3601000
360010016004003,3601000
360010016004004,3601000
360010016004005,3601000
360010016004006,3601000
360010016004007,3601000
360010016004008,3601000
360010016004009,3601000
360010016004010,3601000
360010016004011,3601000
360010017001000,3601000
360010017001001,3601000
360010017001002,3601000
360010017001003,3601000
360010017001004,3601000
360010017001005,3601000
360010017001006,3601000
360010017001007,3601000
360010017001008,3601000
360010017001009,3601000
360010017001010,3601000
360010017001011,3601000
360010017001012,3601000
360010017001013,3601000
360010017001014,3601000
360010017001015,3601000
360010017001016,3601000
360010017001017,3601000
360010017001018,3601000
360010017001019,3601000
360010017001020,3601000
360010017001021,3601000
360010017001022,3601000
360010017002000,3601000
360010017002001,3601000
360010017002002,3601000
360010017002003,3601000
360010017002004,3601000
360010017002005,3601000
360010017002006,3601000
360010017002007,3601000
