fiscal_year,item,actual_thousands,budget_thousands,document,date,source
2025,Sales & Use Tax Revenues,47299,49973,"City of Albany, Interim Financial Report - 4th Quarter, 2025 (Office of the Treasurer)",2026-05-11,https://albanyny.gov/DocumentCenter/View/14712/2025-Fourth-Quarter
